symbol,entry_date,exit_date,strategy,signal,pricing_source,option_symbol,strike,expiry,entry_price,exit_price,entry_delta,entry_gamma,entry_theta,entry_vega,entry_rho,entry_volatility,entry_dte,option_volume,option_open_interest,option_spread_pct,contracts,pnl,pnl_pct,gross_pnl,fees,net_pnl,max_profit,max_drawdown,days_held,exit_reason,rank_score,option_score,pop,liquidity,atm_score
MSFT,2026-04-06,2026-04-07,LONG_PUT,PUT,black_scholes_proxy,,372.29,BS_ENTRY_PROXY_EXIT,0.44866007940797203,0.08599988002201897,-0.300033066158099,0.14805091287883104,-0.0013202432688107012,0.3711185714112986,-0.09217641392827942,0.022004447377812243,30,0,0,0.0,22,767.0524386490968,0.7771143798798112,797.8524386490967,30.800000000000004,767.0524386490968,797.8524386490967,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
MSFT,2026-04-07,2026-04-08,LONG_PUT,PUT,black_scholes_proxy,,374.33,BS_ENTRY_PROXY_EXIT,0.48369503060371244,0.9962094803457262,-0.3069054453921001,0.14309337648112028,-0.001726774794761846,0.37694639232654836,-0.09482269348292753,0.022872961596147028,30,0,0,0.0,20,-1053.0288994840275,-1.0885256544497828,-1025.0288994840275,28.000000000000004,-1053.0288994840275,0.0,-1025.0288994840275,1,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-04-08,2026-04-09,LONG_PUT,PUT,black_scholes_proxy,,373.07,BS_ENTRY_PROXY_EXIT,0.49831346298992685,1.564591355445458,-0.31015153639968374,0.14156969576330672,-0.0019240428756248402,0.37741362291814284,-0.09551223053229035,0.02330441625279055,30,0,0,0.0,20,-2160.5557849110623,-2.1678681646965026,-2132.5557849110623,28.000000000000004,-2160.5557849110623,0.0,-2132.5557849110623,1,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-04-09,2026-04-12,LONG_PUT,PUT,black_scholes_proxy,,370.87,BS_ENTRY_PROXY_EXIT,0.47683674468932224,2.6659933376654293e-10,-0.306415109251046,0.1447311098786447,-0.0016811849051622328,0.37319874962181543,-0.09379480135284225,0.022809012784610713,30,0,0,0.0,20,925.6734888454457,0.9706398459797368,953.6734888454457,28.000000000000004,925.6734888454457,953.6734888454457,0.0,3,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AMZN,2026-04-12,2026-04-13,LONG_CALL,CALL,black_scholes_proxy,,239.89,BS_ENTRY_PROXY_EXIT,1.2249728691284076,9.891180001282237,0.6602239359608106,0.18999410329481856,-0.028993904341486493,0.25193266311149976,0.12916943599603598,0.028034426493095052,30,0,0,0.0,8,6921.765705723064,7.063182663229142,6932.965705723063,11.200000000000001,6921.765705723064,6932.965705723063,0.0,1,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-14,2026-04-15,LONG_CALL,CALL,black_scholes_proxy,,248.5,BS_ENTRY_PROXY_EXIT,1.2901482756510063,2.1623776824392564,0.6560449238027526,0.17908428059064976,-0.030329374474182425,0.26218775836152663,0.13293453311452028,0.028845214141994837,30,0,0,0.0,7,600.7605847517751,0.6652176520990886,610.5605847517751,9.8,600.7605847517751,610.5605847517751,0.0,1,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-15,2026-04-16,LONG_CALL,CALL,black_scholes_proxy,,249.7,BS_ENTRY_PROXY_EXIT,1.2929912508275265,1.8879386474811497,0.656693176575565,0.1788948955876039,-0.030428531151323556,0.26326703655386946,0.13371229721103373,0.028716602780479456,30,0,0,0.0,7,406.6631776575362,0.4493049711525978,416.4631776575362,9.8,406.6631776575362,416.4631776575362,0.0,1,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-16,2026-04-19,LONG_CALL,CALL,black_scholes_proxy,,250.56,BS_ENTRY_PROXY_EXIT,1.2804125095315726,0.2568146016277595,0.6600322246034761,0.18170751264331553,-0.030296712240539855,0.26319515487018186,0.13487446166064282,0.02807069307608103,30,0,0,0.0,7,-726.3185355326691,-0.8103622076321395,-716.5185355326691,9.8,-726.3185355326691,0.0,-716.5185355326691,3,STOP_LOSS,70.0,70.0,0.0,0.0,100.0
AAPL,2026-04-19,2026-04-20,LONG_CALL,CALL,black_scholes_proxy,,273.05,BS_ENTRY_PROXY_EXIT,1.247290192671926,0.00011174179124796846,0.6935853193885824,0.1965813029892894,-0.03106281089884873,0.2747643530383363,0.15463247775318942,0.022808957019907424,30,0,0,0.0,8,-1008.9427607045425,-1.0111347449778314,-997.7427607045424,11.200000000000001,-1008.9427607045425,0.0,-997.7427607045424,1,STOP_LOSS,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-19,2026-04-20,LONG_CALL,CALL,black_scholes_proxy,,248.28,BS_ENTRY_PROXY_EXIT,1.2810156558933556,2.5281049878317106,0.6575925588083088,0.1808526805563699,-0.030191063203943602,0.26151081753167604,0.13313923137947964,0.028539926120278968,30,0,0,0.0,7,863.1625323568485,0.9625872457260659,872.9625323568484,9.8,863.1625323568485,872.9625323568484,0.0,1,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-20,2026-04-21,LONG_CALL,CALL,black_scholes_proxy,,249.91,BS_ENTRY_PROXY_EXIT,1.265629665802777,6.243369001860657,0.6623742034435878,0.18457049483001994,-0.030060112062826567,0.2618147665528108,0.1350150472740692,0.027633519495589856,30,0,0,0.0,7,3474.6175352405157,3.9219524242973764,3484.417535240516,9.8,3474.6175352405157,3484.417535240516,0.0,1,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-21,2026-04-22,LONG_CALL,CALL,black_scholes_proxy,,255.36,BS_ENTRY_PROXY_EXIT,1.2822561035507647,1.0736872311241257,0.6646378387852737,0.18287737376475266,-0.03056533309756601,0.2668249625078922,0.13844355814410142,0.02722277233261727,30,0,0,0.0,7,-155.79821069864732,-0.1735759898590551,-145.9982106986473,9.8,-155.79821069864732,0.0,-145.9982106986473,1,STOP_LOSS,60.0,60.0,0.0,0.0,100.0
AAPL,2026-04-22,2026-04-23,LONG_CALL,CALL,black_scholes_proxy,,273.43,BS_ENTRY_PROXY_EXIT,1.26372162203549,0.2001849834477767,0.689574279889291,0.19292593002910494,-0.031289661335365,0.2767199212340209,0.153934170187474,0.02334151859185693,30,0,0,0.0,7,-754.2756470113993,-0.8526693061183154,-744.4756470113994,9.8,-754.2756470113993,0.0,-744.4756470113994,1,STOP_LOSS,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-22,2026-04-23,LONG_CALL,CALL,black_scholes_proxy,,255.08,BS_ENTRY_PROXY_EXIT,1.269776130266024,9.719378515248621,0.6669957577388067,0.1854043277758907,-0.030381121525754718,0.26579370390353874,0.13879520692088942,0.02680671610027108,30,0,0,0.0,7,5904.921669487818,6.643377666278306,5914.721669487818,9.8,5904.921669487818,5914.721669487818,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AAPL,2026-04-23,2026-04-26,LONG_CALL,CALL,black_scholes_proxy,,271.06,BS_ENTRY_PROXY_EXIT,1.2406122350494684,0.051763549448676116,0.6929081478782958,0.1974522295040845,-0.030866373118946508,0.2730276457944412,0.15335266054425317,0.022897355356220596,30,0,0,0.0,8,-962.2789484806339,-0.9695605537477467,-951.0789484806338,11.200000000000001,-962.2789484806339,0.0,-951.0789484806338,3,STOP_LOSS,70.0,70.0,0.0,0.0,100.0
AMZN,2026-04-23,2026-04-26,LONG_CALL,CALL,black_scholes_proxy,,263.99,BS_ENTRY_PROXY_EXIT,1.3343949176251044,0.16996950458310067,0.6628752122161115,0.1752084695377676,-0.03171881926377304,0.27640636587831857,0.14273262933312836,0.02754162765905637,30,0,0,0.0,7,-824.8977891294026,-0.883115933279566,-815.0977891294026,9.8,-824.8977891294026,0.0,-815.0977891294026,3,STOP_LOSS,60.0,60.0,0.0,0.0,100.0
AMZN,2026-04-26,2026-04-27,LONG_CALL,CALL,black_scholes_proxy,,261.12,BS_ENTRY_PROXY_EXIT,1.320049592245681,0.5439885311658657,0.6628428709152308,0.1771027642174649,-0.03137620335709648,0.27341155516263016,0.14117381988586797,0.02754754245448181,30,0,0,0.0,7,-553.0427427558707,-0.5985086209797283,-543.2427427558707,9.8,-553.0427427558707,0.0,-543.2427427558707,1,STOP_LOSS,80.0,80.0,0.0,0.0,100.0
AMZN,2026-04-27,2026-04-28,LONG_CALL,CALL,black_scholes_proxy,,259.7,BS_ENTRY_PROXY_EXIT,1.2587001983656592,4.172799493985849,0.6745946564335494,0.18935762930242667,-0.030474424096881184,0.26810639617635706,0.14295906746089898,0.02554183398426759,30,0,0,0.0,7,2030.069506934133,2.3040429320546556,2039.869506934133,9.8,2030.069506934133,2039.869506934133,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AMZN,2026-04-28,2026-04-29,LONG_CALL,CALL,black_scholes_proxy,,263.04,BS_ENTRY_PROXY_EXIT,1.2343337981661477,2.8963458697449767,0.684560312975687,0.19607632327882968,-0.03033742484353885,0.2680484131445809,0.14698554322763716,0.02403898375043451,30,0,0,0.0,8,1318.409657263063,1.3351429524390273,1329.6096572630631,11.200000000000001,1318.409657263063,1329.6096572630631,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AMZN,2026-04-29,2026-04-30,LONG_CALL,CALL,black_scholes_proxy,,265.06,BS_ENTRY_PROXY_EXIT,1.319378435566307,4.0577166067681105,0.6670119220914916,0.1784388032902986,-0.03156872913208408,0.2761875751931854,0.14422915202794886,0.026803904237315563,30,0,0,0.0,7,1907.0367198412625,2.0648648619396726,1916.8367198412625,9.8,1907.0367198412625,1916.8367198412625,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AMZN,2026-04-30,2026-05-03,LONG_CALL,CALL,black_scholes_proxy,,268.26,BS_ENTRY_PROXY_EXIT,1.3736143880044267,4.6526830648136865,0.6595185224060756,0.16922786680009497,-0.032475002214067634,0.2819504369401805,0.14428670501313648,0.0281683015411488,30,0,0,0.0,7,2285.5480737664816,2.37699073722773,2295.348073766482,9.8,2285.5480737664816,2295.348073766482,0.0,3,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AAPL,2026-05-03,2026-05-04,LONG_CALL,CALL,black_scholes_proxy,,276.83,BS_ENTRY_PROXY_EXIT,1.318386345457185,8.228397182403342,0.679892760796338,0.18228565141799652,-0.0321778510218803,0.28385663008645956,0.15361341914448745,0.024722470211217856,30,0,0,0.0,7,4827.207585862309,5.230644917332471,4837.0075858623095,9.8,4827.207585862309,4837.0075858623095,0.0,1,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AMZN,2026-05-03,2026-05-04,LONG_CALL,CALL,black_scholes_proxy,,272.05,BS_ENTRY_PROXY_EXIT,1.3486086535061474,2.4883326401488546,0.6681487034861928,0.17489999253255945,-0.032325917759770374,0.2830869020210989,0.14829143517527066,0.026607503872712494,30,0,0,0.0,7,788.006790649895,0.8347299149505092,797.806790649895,9.8,788.006790649895,797.806790649895,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-04,2026-05-05,LONG_CALL,CALL,black_scholes_proxy,,273.55,BS_ENTRY_PROXY_EXIT,1.3762447332981367,2.4541899202953914,0.6641215785568232,0.1702397832976469,-0.03277879596857954,0.28600349058030955,0.14818702445007192,0.027315455518709054,30,0,0,0.0,7,744.7616308980784,0.7730784803423271,754.5616308980783,9.8,744.7616308980784,754.5616308980783,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AAPL,2026-05-05,2026-05-06,LONG_CALL,CALL,black_scholes_proxy,,287.51,BS_ENTRY_PROXY_EXIT,1.3451138904535185,1.264596044698635,0.6855332701002135,0.18018772860100163,-0.03310785447934824,0.2925978955124346,0.16089251227073326,0.02390075873137334,30,0,0,0.0,7,-66.16249202841838,-0.07026754122880687,-56.36249202841839,9.8,-66.16249202841838,0.0,-56.36249202841839,1,STOP_LOSS,70.0,70.0,0.0,0.0,100.0
AMZN,2026-05-05,2026-05-06,LONG_CALL,CALL,black_scholes_proxy,,274.99,BS_ENTRY_PROXY_EXIT,1.377830211779866,0.07404537270883083,0.6652225761987899,0.17035930427933227,-0.03287408318475218,0.2871399336867808,0.1492205967264044,0.02711849262051089,30,0,0,0.0,7,-922.4493873497246,-0.9564203396068193,-912.6493873497246,9.8,-922.4493873497246,0.0,-912.6493873497246,1,STOP_LOSS,80.0,80.0,0.0,0.0,100.0
AAPL,2026-05-06,2026-05-07,LONG_CALL,CALL,black_scholes_proxy,,287.44,BS_ENTRY_PROXY_EXIT,1.3264769599453814,6.792141419097504,0.6900819254072715,0.18393253373552085,-0.032867786769826636,0.29069126344822876,0.16194301781845538,0.02327290664387104,30,0,0,0.0,7,3816.165121406486,4.109882511171999,3825.965121406486,9.8,3816.165121406486,3825.965121406486,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-06,2026-05-07,LONG_CALL,CALL,black_scholes_proxy,,271.17,BS_ENTRY_PROXY_EXIT,1.3669792017860516,2.506028255425946,0.6635929985230207,0.1712405501858204,-0.03253066899150943,0.2836889684198083,0.14677769934879573,0.02741095464626829,30,0,0,0.0,7,787.534337547926,0.8230184132793981,797.334337547926,9.8,787.534337547926,797.334337547926,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AAPL,2026-05-07,2026-05-10,LONG_CALL,CALL,black_scholes_proxy,,293.32,BS_ENTRY_PROXY_EXIT,1.3634468927612602,0.9304697133631237,0.6876572166256719,0.17831969366182568,-0.03366427940122335,0.2976422812350337,0.16466315168866913,0.023603889462508066,30,0,0,0.0,7,-312.88402557869557,-0.3278288151677957,-303.08402557869556,9.8,-312.88402557869557,0.0,-303.08402557869556,3,STOP_LOSS,60.0,60.0,0.0,0.0,100.0
AMZN,2026-05-07,2026-05-10,LONG_CALL,CALL,black_scholes_proxy,,272.68,BS_ENTRY_PROXY_EXIT,1.3617237627366876,0.07963706178679786,0.6661236500284267,0.17263443742829218,-0.03253623019721955,0.2844263839153528,0.1481727724331628,0.026959230076070338,30,0,0,0.0,7,-907.2606906649228,-0.9517985485875009,-897.4606906649228,9.8,-907.2606906649228,0.0,-897.4606906649228,3,STOP_LOSS,80.0,80.0,0.0,0.0,100.0
AAPL,2026-05-10,2026-05-11,LONG_CALL,CALL,black_scholes_proxy,,292.68,BS_ENTRY_PROXY_EXIT,1.3331441095320429,3.0896426811241895,0.6945869219624231,0.1841779770453649,-0.033248747105311866,0.2940911095572453,0.16599333387158624,0.022679303578750087,30,0,0,0.0,7,1219.7490001145027,1.307059423758617,1229.5490001145026,9.8,1219.7490001145027,1229.5490001145026,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-10,2026-05-11,LONG_CALL,CALL,black_scholes_proxy,,268.99,BS_ENTRY_PROXY_EXIT,1.3413054915790212,0.12697510275832968,0.6665283767837461,0.17538069366748646,-0.032068885583206315,0.280443284429318,0.14625876376395686,0.026888253944650095,30,0,0,0.0,7,-859.8312721744841,-0.9157722804628703,-850.0312721744841,9.8,-859.8312721744841,0.0,-850.0312721744841,1,STOP_LOSS,80.0,80.0,0.0,0.0,100.0
AAPL,2026-05-11,2026-05-12,LONG_CALL,CALL,black_scholes_proxy,,294.8,BS_ENTRY_PROXY_EXIT,1.3034049862044412,5.0067320051521165,0.7055637056472464,0.19114846106893524,-0.03301354467092071,0.2913541520814723,0.1698877606344689,0.021338655747237846,30,0,0,0.0,7,2582.5289132633725,2.830530079289568,2592.3289132633727,9.8,2582.5289132633725,2592.3289132633727,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AMZN,2026-05-11,2026-05-12,LONG_CALL,CALL,black_scholes_proxy,,265.82,BS_ENTRY_PROXY_EXIT,1.3368579326007932,5.157539576487238,0.6642208937743592,0.17528480892261694,-0.03184573813118756,0.27788949724543227,0.1440216493565748,0.027297580532476336,30,0,0,0.0,7,2664.6771507205112,2.847484052759987,2674.4771507205114,9.8,2664.6771507205112,2674.4771507205114,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AAPL,2026-05-12,2026-05-13,LONG_CALL,CALL,black_scholes_proxy,,298.87,BS_ENTRY_PROXY_EXIT,1.3361609123336962,0.8851002931221217,0.7013487305202447,0.18544848645360915,-0.033645106064406245,0.29730647499907703,0.17118569932459052,0.02183675176498144,30,0,0,0.0,7,-325.54243344810214,-0.34805734467962723,-315.74243344810213,9.8,-325.54243344810214,0.0,-315.74243344810213,1,STOP_LOSS,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-12,2026-05-13,LONG_CALL,CALL,black_scholes_proxy,,270.13,BS_ENTRY_PROXY_EXIT,1.3596753309552696,0.17447815235586006,0.663996482694267,0.17227796829685188,-0.03237769535360431,0.2824688282302486,0.14630605030623048,0.02733800127980709,30,0,0,0.0,7,-839.4380250195866,-0.8819731823455877,-829.6380250195866,9.8,-839.4380250195866,0.0,-829.6380250195866,1,STOP_LOSS,80.0,80.0,0.0,0.0,100.0
AAPL,2026-05-13,2026-05-14,LONG_CALL,CALL,black_scholes_proxy,,298.21,BS_ENTRY_PROXY_EXIT,1.3438335772415257,3.0110025033733905,0.6984263992093247,0.18367381408815944,-0.03369923591448134,0.2979592976929401,0.170082659943264,0.022194067459652123,30,0,0,0.0,7,1157.2182482923054,1.2301887332844508,1167.0182482923053,9.8,1157.2182482923054,1167.0182482923053,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AAPL,2026-05-14,2026-05-17,LONG_CALL,CALL,black_scholes_proxy,,300.23,BS_ENTRY_PROXY_EXIT,1.3533814050531703,0.2371807518713922,0.6983068485340683,0.1823486687362002,-0.033932919989601365,0.3000310781127881,0.17120489073725767,0.02220890174675606,30,0,0,0.0,7,-791.1404572272446,-0.8350939720036835,-781.3404572272447,9.8,-791.1404572272446,0.0,-781.3404572272447,3,STOP_LOSS,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-14,2026-05-17,LONG_CALL,CALL,black_scholes_proxy,,264.14,BS_ENTRY_PROXY_EXIT,1.3261084315304856,1.8151496328133874,0.6646854840786547,0.17684408811987873,-0.03161304366176999,0.2759838184041891,0.1432141769860318,0.027214247855574445,30,0,0,0.0,7,332.5288408980312,0.35822198998814003,342.3288408980312,9.8,332.5288408980312,342.3288408980312,0.0,3,TAKE_PROFIT,70.0,70.0,0.0,0.0,100.0
AAPL,2026-05-17,2026-05-18,LONG_CALL,CALL,black_scholes_proxy,,297.84,BS_ENTRY_PROXY_EXIT,1.348847859531162,2.2036838120964717,0.696634109437382,0.18254697228156197,-0.03373898398897103,0.2983813023523735,0.16942738791394416,0.02241829265952957,30,0,0,0.0,7,588.5851667957169,0.6233734565568951,598.3851667957168,9.8,588.5851667957169,598.3851667957168,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AMZN,2026-05-17,2026-05-18,LONG_CALL,CALL,black_scholes_proxy,,264.86,BS_ENTRY_PROXY_EXIT,1.341349091925764,0.0075527172888074645,0.6623727312057239,0.17415101599632954,-0.03185845740888731,0.2774773963204218,0.14309152807826492,0.02763379035824859,30,0,0,0.0,7,-943.4574622458695,-1.004806565829881,-933.6574622458695,9.8,-943.4574622458695,0.0,-933.6574622458695,1,STOP_LOSS,80.0,80.0,0.0,0.0,100.0
AAPL,2026-05-18,2026-05-19,LONG_CALL,CALL,black_scholes_proxy,,298.97,BS_ENTRY_PROXY_EXIT,1.3525728077112262,4.237028612381607,0.6970032665036603,0.18213585717237094,-0.033849942026827076,0.2993503176221749,0.1701620496812779,0.022371785989038547,30,0,0,0.0,7,2009.3190632692667,2.122219068951756,2019.1190632692667,9.8,2009.3190632692667,2019.1190632692667,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AAPL,2026-05-19,2026-05-20,LONG_CALL,CALL,black_scholes_proxy,,302.25,BS_ENTRY_PROXY_EXIT,1.337787067571611,3.713589482936925,0.7051475700186132,0.18613712912058353,-0.03386488563405764,0.2989117422269481,0.17407649257853766,0.021386954980503366,30,0,0,0.0,7,1653.2616907557197,1.7654546621178844,1663.0616907557196,9.8,1653.2616907557197,1663.0616907557196,0.0,1,TAKE_PROFIT,80.0,80.0,0.0,0.0,100.0
AAPL,2026-05-20,2026-05-21,LONG_CALL,CALL,black_scholes_proxy,,304.99,BS_ENTRY_PROXY_EXIT,1.269997061264263,4.798421816480641,0.7312231885411089,0.20195481846781543,-0.03328227362197488,0.2884521479718432,0.18225679168100428,0.018681853737593276,30,0,0,0.0,7,2460.097328651464,2.7672699901508593,2469.8973286514642,9.8,2460.097328651464,2469.8973286514642,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AAPL,2026-05-21,2026-05-25,LONG_CALL,CALL,black_scholes_proxy,,308.82,BS_ENTRY_PROXY_EXIT,1.2835045392456834,0.9186881293946669,0.7321291681380327,0.20000717785193092,-0.03367507567767072,0.2915788482830334,0.18477750013573277,0.01859821255100058,30,0,0,0.0,7,-265.17148689571155,-0.2951422439640511,-255.37148689571154,9.8,-265.17148689571155,0.0,-255.37148689571154,4,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AAPL,2026-05-25,2026-05-26,LONG_CALL,CALL,black_scholes_proxy,,308.33,BS_ENTRY_PROXY_EXIT,1.2561378206267761,3.5045850552938305,0.7420578170765368,0.2062331522107357,-0.03336930120190853,0.2855481023271253,0.18702127308376582,0.01771988268599042,30,0,0,0.0,7,1564.113064266938,1.7788233090156702,1573.913064266938,9.8,1564.113064266938,1573.913064266938,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AAPL,2026-05-26,2026-05-27,LONG_CALL,CALL,black_scholes_proxy,,310.85,BS_ENTRY_PROXY_EXIT,1.2491661932717761,2.6698736050473144,0.7493428515489271,0.20861337775412103,-0.033480232284262376,0.28359028923833385,0.19042525414579084,0.017116661687998334,30,0,0,0.0,8,1125.3659294204306,1.126117100632651,1136.5659294204306,11.200000000000001,1125.3659294204306,1136.5659294204306,0.0,1,TAKE_PROFIT,65.0,65.0,0.0,0.0,100.0
AAPL,2026-05-27,2026-05-28,LONG_CALL,CALL,black_scholes_proxy,,312.51,BS_ENTRY_PROXY_EXIT,1.2331650979805886,0.8830738185911855,0.7596976896537592,0.21285281827932237,-0.03346033865483717,0.2787143792020986,0.19412051498278,0.01631262085327554,30,0,0,0.0,8,-291.27302351152247,-0.2952494195510667,-280.0730235115225,11.200000000000001,-291.27302351152247,0.0,-280.0730235115225,1,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AAPL,2026-05-28,2026-05-31,LONG_CALL,CALL,black_scholes_proxy,,312.06,BS_ENTRY_PROXY_EXIT,1.2203276577565703,0.00010351806799047125,0.7651420118252907,0.21578608105669925,-0.03332179858922426,0.27483475383643224,0.19524648374173453,0.015912690782908044,30,0,0,0.0,8,-987.3793117508638,-1.0113875005976318,-976.1793117508638,11.200000000000001,-987.3793117508638,0.0,-976.1793117508638,3,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
