symbol,entry_date,exit_date,strategy,signal,strike,expiry,entry_price,exit_price,contracts,pnl,pnl_pct,max_profit,max_drawdown,days_held,exit_reason,rank_score,option_score,pop,liquidity,atm_score
MSFT,2026-03-26,2026-03-30,LONG_PUT,PUT,356.77,STOCK_PROXY,356.77,370.17,1,-1340.0000000000034,-0.037559211817137186,0.0,-1340.0000000000034,4,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-29,2026-03-30,LONG_PUT,PUT,358.96,STOCK_PROXY,358.96,370.17,1,-1121.0000000000036,-0.031229106307109532,0.0,-1121.0000000000036,1,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-30,2026-04-12,LONG_PUT,PUT,370.17,STOCK_PROXY,370.17,384.37,1,-1419.9999999999989,-0.03836075316746357,80.00000000000114,-1419.9999999999989,13,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-03-31,2026-04-12,LONG_PUT,PUT,369.37,STOCK_PROXY,369.37,384.37,1,-1500.0,-0.040609686763949424,0.0,-1500.0,12,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-04-01,2026-04-13,LONG_PUT,PUT,373.46,STOCK_PROXY,373.46,393.11,1,-1965.0000000000034,-0.05261607668826657,258.9999999999975,-1965.0000000000034,12,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-04-05,2026-04-12,LONG_PUT,PUT,372.88,STOCK_PROXY,372.88,384.37,1,-1149.000000000001,-0.030814202960738064,200.9999999999991,-1149.000000000001,7,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-04-06,2026-04-12,LONG_PUT,PUT,372.29,STOCK_PROXY,372.29,384.37,1,-1207.9999999999984,-0.03244782293373441,142.0000000000016,-1207.9999999999984,6,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-04-07,2026-04-13,LONG_PUT,PUT,374.33,STOCK_PROXY,374.33,393.11,1,-1878.000000000003,-0.05016963641706524,345.99999999999795,-1878.000000000003,6,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-04-08,2026-04-12,LONG_PUT,PUT,373.07,STOCK_PROXY,373.07,384.37,1,-1130.0000000000011,-0.030289221861849014,219.99999999999886,-1130.0000000000011,4,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
MSFT,2026-04-09,2026-04-12,LONG_PUT,PUT,370.87,STOCK_PROXY,370.87,384.37,1,-1350.0,-0.03640089519238547,0.0,-1350.0,3,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-01-21,2026-02-04,LONG_CALL,CALL,234.34,STOCK_PROXY,234.34,222.69,1,-1165.0000000000005,-0.04971409063753523,1034.0000000000005,-1165.0000000000005,14,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-01-22,2026-02-04,LONG_CALL,CALL,239.16,STOCK_PROXY,239.16,222.69,1,-1647.0,-0.06886603110888108,552.000000000001,-1647.0,13,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-01-25,2026-02-04,LONG_CALL,CALL,238.42,STOCK_PROXY,238.42,222.69,1,-1572.999999999999,-0.06597600872410028,626.0000000000019,-1572.999999999999,10,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-02-01,2026-02-03,LONG_CALL,CALL,242.96,STOCK_PROXY,242.96,232.99,1,-996.9999999999999,-0.04103556140928547,0.0,-996.9999999999999,2,STOP_LOSS,60.0,60.0,0.0,0.0,100.0
AMZN,2026-02-02,2026-02-04,LONG_CALL,CALL,238.62,STOCK_PROXY,238.62,222.69,1,-1593.0000000000007,-0.06675886346492334,0.0,-1593.0000000000007,2,STOP_LOSS,60.0,60.0,0.0,0.0,100.0
AMZN,2026-02-12,2026-02-17,LONG_PUT,PUT,198.79,STOCK_PROXY,198.79,204.79,1,-600.0,-0.030182604758790685,0.0,-600.0,5,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-02-16,2026-02-19,LONG_PUT,PUT,201.15,STOCK_PROXY,201.15,210.11,1,-896.0000000000008,-0.044543872731792236,0.0,-896.0000000000008,3,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
AMZN,2026-02-17,2026-03-03,LONG_PUT,PUT,204.79,STOCK_PROXY,204.79,216.82,1,-1203.0,-0.05874310269056107,0.0,-1203.0,14,STOP_LOSS,65.0,65.0,0.0,0.0,100.0
