symbol,rank,signal,strike,expiry,total_score,option_score,probability_of_profit,liquidity_score,delta_score,iv_score,dte_score,spread_score,spread_pct,delta,iv,open_interest,volume,bid,ask
AMD,1,CALL,650.0,2026-09-18,68.87192205566105,74.138949192111,0.85,28.455,92.10079676844404,100.0,100.0,35.0,-1.0,0.3710079676844405,0.7435470823102802,4065,0,0.0,0.0
AMD,2,CALL,600.0,2026-08-21,68.75464207171323,74.54298558493315,0.85,25.06,97.11194233973256,100.0,100.0,35.0,-1.0,0.4211194233973258,0.7717371683645482,3580,0,0.0,0.0
AMD,3,CALL,380.0,2026-08-21,67.93366599025171,64.87939270954857,0.5942983493776703,70.0,54.429834937767026,100.0,100.0,35.0,-1.0,0.9057016506223298,0.8196259824621783,20981,0,0.0,0.0
AMD,4,CALL,500.0,2026-09-18,67.74053360890935,71.33097019801698,0.8374572338156459,32.584999999999994,78.74572338156457,100.0,100.0,35.0,-1.0,0.6625427661843541,0.7503617879287936,4655,0,0.0,0.0
AMD,5,CALL,600.0,2026-09-18,67.37744812126144,73.29645112956625,0.85,18.144,99.04180451826501,100.0,100.0,35.0,-1.0,0.45958195481734987,0.7481056821840043,2592,0,0.0,0.0
AMD,6,CALL,530.0,2026-09-18,66.46703860109388,70.86225200198885,0.85,22.428,85.0210080079554,100.0,100.0,35.0,-1.0,0.599789919920446,0.7506354405058312,3204,0,0.0,0.0
AMD,7,CALL,680.0,2026-09-18,66.40110354560365,71.03637008291571,0.85,20.811,87.33448033166282,100.0,100.0,35.0,-1.0,0.3233448033166282,0.7481699197738941,2973,0,0.0,0.0
AMD,8,CALL,620.0,2026-09-18,65.96473927030684,71.63534412783062,0.85,13.153,97.3883765113225,100.0,100.0,35.0,-1.0,0.4238837651132251,0.7558457443148144,1879,0,0.0,0.0
AMD,9,CALL,520.0,2026-08-21,65.91103965641491,70.10716301166349,0.85,21.021,83.40765204665392,100.0,100.0,35.0,-1.0,0.6159234795334608,0.7700048768208135,3003,0,0.0,0.0
AMD,10,CALL,540.0,2026-08-21,65.60642254676279,70.31567735775052,0.85,16.828,88.43470943100206,100.0,100.0,35.0,-1.0,0.5656529056899794,0.7742456088029238,2404,0,0.0,0.0
AMZN,1,CALL,250.0,2026-08-21,79.66510132173342,86.20927513042439,0.85,70.0,98.83710052169754,100.0,100.0,35.0,-1.0,0.4383710052169755,0.39267480254070536,27705,0,0.0,0.0
AMZN,2,CALL,255.0,2026-08-21,78.91464844823261,84.84481536042293,0.85,70.0,93.37926144169171,100.0,100.0,35.0,-1.0,0.38379261441691703,0.387918285341578,11059,0,0.0,0.0
AMZN,3,CALL,260.0,2026-09-18,78.82048372702633,84.67360677641149,0.85,70.0,92.69442710564594,100.0,100.0,35.0,-1.0,0.37694427105645945,0.37477910665789876,11716,0,0.0,0.0
AMZN,4,CALL,240.0,2026-08-21,78.48275549417409,84.05955544395286,0.85,70.0,90.23822177581143,100.0,100.0,35.0,-1.0,0.5476177822418857,0.4037692394561701,10974,0,0.0,0.0
AMZN,5,CALL,260.0,2026-08-21,78.27495914512903,83.68174390023461,0.85,70.0,88.7269756009384,100.0,100.0,35.0,-1.0,0.33726975600938414,0.38983587197740915,37786,0,0.0,0.0
AMZN,6,CALL,275.0,2026-10-16,77.77905599076895,82.78010180139809,0.85,70.0,85.12040720559237,100.0,100.0,35.0,-1.0,0.3012040720559237,0.3684188247873082,11607,0,0.0,0.0
AMZN,7,CALL,260.0,2026-12-18,77.74945543965816,86.36264625392393,0.85,70.0,99.45058501569571,100.0,90.0,35.0,-1.0,0.4554941498430429,0.3770398357973587,11960,0,0.0,0.0
AMZN,8,CALL,270.0,2026-09-18,77.68749270102333,82.61362309276967,0.8479018937349181,70.0,84.79018937349181,100.0,100.0,35.0,-1.0,0.2979018937349181,0.37490027252344044,14490,0,0.0,0.0
AMZN,9,CALL,250.0,2026-12-18,76.89868997475905,84.81579995410736,0.85,70.0,93.26319981642945,100.0,90.0,35.0,-1.0,0.5173680018357054,0.3776429564735242,11103,0,0.0,0.0
AMZN,10,CALL,250.0,2026-09-18,76.71512440329384,83.07549891507969,0.85,57.736,98.5659956603188,100.0,100.0,35.0,-1.0,0.464340043396812,0.375486306213372,8248,0,0.0,0.0
GOOGL,1,PUT,350.0,2026-08-21,79.33640338145814,85.83818796628753,0.85,68.75399999999999,98.59875186515016,100.0,100.0,35.0,-1.0,-0.43598751865150165,0.36640245171087105,9822,0,0.0,0.0
GOOGL,2,PUT,360.0,2026-08-21,78.89170660591884,84.80310291985245,0.85,70.0,93.21241167940977,100.0,100.0,35.0,-1.0,-0.5178758832059024,0.3622962000970659,11874,0,0.0,0.0
GOOGL,3,PUT,320.0,2026-08-21,74.83399134074149,77.42543880134816,0.7680836738668948,70.0,76.80836738668948,100.0,100.0,35.0,-1.0,-0.21808367386689484,0.3866404465950082,17574,0,0.0,0.0
GOOGL,4,PUT,330.0,2027-01-15,74.15967288129964,83.47213251145389,0.85,70.0,87.88853004581557,100.0,80.0,35.0,-1.0,-0.3288853004581557,0.3555684116797621,11353,0,0.0,0.0
GOOGL,5,PUT,300.0,2027-01-15,70.65325625483484,77.09682955424515,0.7630281469883868,70.0,76.30281469883869,100.0,80.0,35.0,-1.0,-0.21302814698838685,0.3656062065479233,12851,0,0.0,0.0
GOOGL,6,PUT,310.0,2026-08-21,69.8143124549359,70.59984082715617,0.7117513973408641,57.343999999999994,71.17513973408641,100.0,100.0,35.0,-1.0,-0.16175139734086416,0.38853737586377113,8192,0,0.0,0.0
GOOGL,7,PUT,350.0,2026-12-18,69.35981251878466,77.27002276142666,0.85,36.113,96.96709104570662,100.0,90.0,35.0,-1.0,-0.41967091045706617,0.3603355840580684,5159,0,0.0,0.0
GOOGL,8,PUT,340.0,2026-08-21,69.18882059648237,74.30785562996792,0.85,30.695,90.53642251987165,100.0,100.0,35.0,-1.0,-0.3553642251987165,0.36908187954630234,4385,0,0.0,0.0
GOOGL,9,PUT,330.0,2026-09-18,68.35407578592063,72.86395597440116,0.85,30.288999999999994,85.16682389760469,100.0,100.0,35.0,-1.0,-0.3016682389760469,0.3658838785849264,4327,0,0.0,0.0
GOOGL,10,PUT,350.0,2026-09-18,67.96696332503161,73.83375150005747,0.85,21.084,98.25100600022989,100.0,100.0,35.0,-1.0,-0.43251006000229897,0.35937689414133056,3012,0,0.0,0.0
META,1,PUT,550.0,2026-09-18,75.22887189875038,81.14194890681887,0.85,53.50799999999999,95.05979562727549,100.0,100.0,35.0,-1.0,-0.40059795627275496,0.39529416503692316,7644,0,0.0,0.0
META,2,PUT,550.0,2026-08-21,70.96584952872006,76.64154459767283,0.85,35.63,94.93617839069137,100.0,100.0,35.0,-1.0,-0.3993617839069136,0.41474815667982035,5090,0,0.0,0.0
META,3,PUT,500.0,2026-12-18,70.84953553246439,76.71151914993527,0.8183233715374656,54.081999999999994,81.83233715374656,100.0,90.0,35.0,-1.0,-0.26832337153746555,0.40140584320540723,7726,0,0.0,0.0
META,4,PUT,500.0,2026-09-18,70.5292221341641,73.06167660757112,0.7742065631934019,50.952999999999996,77.42065631934018,100.0,100.0,35.0,-1.0,-0.2242065631934019,0.4036506516407931,7279,0,0.0,0.0
META,5,PUT,580.0,2026-09-18,70.24932461789746,75.73204475981356,0.85,33.467,93.46117903925423,100.0,100.0,35.0,-1.0,-0.5153882096074577,0.3927823010428821,4781,0,0.0,0.0
META,6,PUT,550.0,2026-10-16,69.75105346068094,75.36955174669261,0.85,30.477999999999998,95.00020698677041,100.0,100.0,35.0,-1.0,-0.40000206986770415,0.38839787603133685,4354,0,0.0,0.0
META,7,PUT,500.0,2026-08-21,69.2559030507305,71.07109645587362,0.750447637782671,49.168,75.0447637782671,100.0,100.0,35.0,-1.0,-0.20044763778267094,0.4345947827918046,7024,0,0.0,0.0
META,8,PUT,550.0,2027-01-15,68.83876429659885,78.55138963017974,0.85,43.855,94.35055852071899,100.0,80.0,35.0,-1.0,-0.39350558520718987,0.3854089655780643,6265,0,0.0,0.0
META,9,PUT,600.0,2026-09-18,68.32596644350706,72.87393898819465,0.85,29.952999999999996,85.54275595277858,100.0,100.0,35.0,-1.0,-0.5945724404722142,0.3869743185127639,4279,0,0.0,0.0
META,10,PUT,600.0,2026-08-21,68.193736638357,72.42606661519456,0.85,31.094,82.61026646077825,100.0,100.0,35.0,-1.0,-0.6238973353922175,0.40794516413723203,4442,0,0.0,0.0
MSFT,1,CALL,390.0,2026-08-21,79.21168458339181,85.38488106071239,0.85,70.0,95.53952424284957,100.0,100.0,35.0,-1.0,0.4053952424284958,0.42615689166454424,25250,0,0.0,0.0
MSFT,2,CALL,400.0,2026-09-18,78.85382239648533,84.73422253906423,0.85,70.0,92.93689015625692,100.0,100.0,35.0,-1.0,0.3793689015625693,0.39981877281636086,10546,0,0.0,0.0
MSFT,3,CALL,400.0,2026-08-21,78.40677701465876,83.92141275392503,0.85,70.0,89.68565101570009,100.0,100.0,35.0,-1.0,0.34685651015700086,0.42316252199277626,14205,0,0.0,0.0
MSFT,4,CALL,420.0,2026-09-18,75.99488209813721,80.53651290570401,0.8371078908569849,64.498,83.7107890856985,100.0,100.0,35.0,-1.0,0.28710789085698496,0.4037664112027981,9214,0,0.0,0.0
MSFT,5,CALL,420.0,2026-08-21,75.95293115389771,79.45987482526857,0.7993826896195165,70.0,79.93826896195165,100.0,100.0,35.0,-1.0,0.24938268961951654,0.4370955750210739,10285,0,0.0,0.0
MSFT,6,CALL,400.0,2027-01-15,75.7055659258953,86.28284713799145,0.85,70.0,99.1313885519658,100.0,80.0,35.0,-1.0,0.45868611448034213,0.3826371645758077,13255,0,0.0,0.0
MSFT,7,CALL,395.0,2026-08-21,74.82761706267887,80.46203102305249,0.85,53.234999999999985,92.61312409220996,100.0,100.0,35.0,-1.0,0.3761312409220996,0.4265445052445447,7605,0,0.0,0.0
MSFT,8,CALL,440.0,2026-09-18,74.79496741043727,77.35448620079501,0.7669920953968463,70.0,76.69920953968463,100.0,100.0,35.0,-1.0,0.2169920953968463,0.410998500042292,12338,0,0.0,0.0
MSFT,9,CALL,430.0,2026-08-21,74.56163644959162,76.93024809016659,0.7604653552333321,70.0,76.04653552333322,100.0,100.0,35.0,-1.0,0.21046535523333215,0.4392802831233931,11788,0,0.0,0.0
MSFT,10,CALL,385.0,2026-08-21,74.33384662199508,80.57353931271831,0.85,47.684,98.61015725087327,100.0,100.0,35.0,-1.0,0.43610157250873266,0.42068829304496125,6812,0,0.0,0.0
NVDA,1,PUT,195.0,2026-09-18,79.82491966733929,86.49985394061687,0.85,70.0,99.99941576246752,100.0,100.0,35.0,-1.0,-0.4500058423753249,0.41023256435468314,12010,0,0.0,0.0
NVDA,2,PUT,195.0,2026-08-21,79.68647141384574,86.24812984335587,0.85,70.0,98.99251937342346,100.0,100.0,35.0,-1.0,-0.4600748062657654,0.38412051030473593,19302,0,0.0,0.0
NVDA,3,PUT,200.0,2026-10-16,79.28210402866927,85.51291641576229,0.85,70.0,96.05166566304915,100.0,100.0,35.0,-1.0,-0.4894833433695085,0.4004711567640267,15140,0,0.0,0.0
NVDA,4,PUT,200.0,2026-09-18,79.08794687546029,85.15990340992781,0.85,70.0,94.63961363971126,100.0,100.0,35.0,-1.0,-0.5036038636028876,0.40330183659576213,41748,0,0.0,0.0
NVDA,5,PUT,190.0,2026-09-18,79.08189055769081,85.1488919230742,0.85,70.0,94.5955676922968,100.0,100.0,35.0,-1.0,-0.39595567692296807,0.4081116974299459,21413,0,0.0,0.0
NVDA,6,PUT,190.0,2026-08-21,78.98778347407267,84.97778813467757,0.85,70.0,93.91115253871027,100.0,100.0,35.0,-1.0,-0.38911152538710275,0.382590195900051,29804,0,0.0,0.0
NVDA,7,PUT,195.0,2026-10-16,78.90940074776515,85.46145590502753,0.85,66.556,99.28982362011014,100.0,100.0,35.0,-1.0,-0.44289823620110147,0.40732225153130813,9508,0,0.0,0.0
NVDA,8,PUT,200.0,2026-08-21,78.7066222250066,84.46658586364835,0.85,70.0,91.86634345459339,100.0,100.0,35.0,-1.0,-0.5313365654540662,0.3758002538099798,32250,0,0.0,0.0
NVDA,9,PUT,185.0,2026-09-18,78.35683024519062,83.83060044580114,0.85,70.0,89.32240178320454,100.0,100.0,35.0,-1.0,-0.3432240178320455,0.41149407765267243,24659,0,0.0,0.0
NVDA,10,PUT,185.0,2026-08-21,78.06196936496187,83.29448975447613,0.85,70.0,87.17795901790453,100.0,100.0,35.0,-1.0,-0.3217795901790453,0.3917948911629785,32059,0,0.0,0.0
TSLA,1,PUT,400.0,2026-09-18,75.516534684517,81.49824488093999,0.85,54.42499999999999,95.56797952375997,100.0,100.0,35.0,-1.0,-0.4056797952375998,0.44054800018985435,7775,0,0.0,0.0
TSLA,2,PUT,400.0,2027-01-15,75.0327832477831,85.05960590506018,0.85,70.0,94.23842362024072,100.0,80.0,35.0,-1.0,-0.3923842362024072,0.4578827901292102,10050,0,0.0,0.0
TSLA,3,PUT,380.0,2026-09-18,74.80113326534507,79.78133320971828,0.85,56.714,86.41133283887315,100.0,100.0,35.0,-1.0,-0.31411332838873146,0.4529297377510667,8102,0,0.0,0.0
TSLA,4,PUT,350.0,2026-09-18,74.08435291198244,76.06245983996806,0.7471147667687394,70.0,74.71147667687394,100.0,100.0,35.0,-1.0,-0.19711476676873946,0.47061522351820445,10443,0,0.0,0.0
TSLA,5,PUT,350.0,2026-12-18,73.8564434720907,79.28444267652854,0.7966837334850546,70.0,79.66837334850545,100.0,90.0,35.0,-1.0,-0.24668373348505462,0.47242955166443884,11033,0,0.0,0.0
TSLA,6,PUT,430.0,2026-12-18,73.0857965839825,81.08544833451363,0.85,52.38799999999999,95.95379333805454,100.0,90.0,35.0,-1.0,-0.4904620666194546,0.45006447295722646,7484,0,0.0,0.0
TSLA,7,PUT,440.0,2026-09-18,73.06303405994937,77.8455164726352,0.85,49.98,85.4020658905408,100.0,100.0,35.0,-1.0,-0.5959793410945919,0.43452855543823216,7140,0,0.0,0.0
TSLA,8,PUT,400.0,2026-08-21,72.6051457202866,78.43081040052111,0.85,42.181999999999995,95.54124160208445,100.0,100.0,35.0,-1.0,-0.40541241602084466,0.44236597776999514,6026,0,0.0,0.0
TSLA,9,PUT,390.0,2026-08-21,72.54284564152944,77.76644662096261,0.85,45.213,89.85278648385045,100.0,100.0,35.0,-1.0,-0.34852786483850445,0.448744763804364,6459,0,0.0,0.0
TSLA,10,PUT,350.0,2027-01-15,72.06299753848668,79.65999552452122,0.8024614696080188,70.0,80.24614696080188,100.0,80.0,35.0,-1.0,-0.2524614696080188,0.4713164468450099,10128,0,0.0,0.0
