symbol,asset_type,cadence,horizon_sessions,replayed_profile_count,native_not_eligible_count,matured_count,not_matured_count,directional_evaluable_count,directional_hit_count,directional_accuracy,mean_forward_return,median_forward_return,bullish_count,bullish_accuracy,bearish_count,bearish_accuracy,neutral_count,source_data_sha256,replay_result_sha256,outcome_sha256
INVH,EQUITY,WEEKLY,10,437,0,435,2,361,187,0.518005540166205,0.0021705052563904584,0.0060810810810809635,223,0.5381165919282511,138,0.4855072463768116,74,037c36654cb52de7cb73fe48ae5c9b2876c8ed0a572d7a32538552573d3f583d,4719f4f4bcf23a72a57d2acd69bd95f2507fb9c43702583f59191b03932a6198,32ba32b0c797a35df38c310e5f4ebf5ebe80517ffa8161e806ecc66f38e7f4cc
INVH,EQUITY,WEEKLY,20,437,0,433,4,360,195,0.5416666666666666,0.003356394138595071,0.005644090305444882,222,0.545045045045045,138,0.5362318840579711,73,037c36654cb52de7cb73fe48ae5c9b2876c8ed0a572d7a32538552573d3f583d,4719f4f4bcf23a72a57d2acd69bd95f2507fb9c43702583f59191b03932a6198,32ba32b0c797a35df38c310e5f4ebf5ebe80517ffa8161e806ecc66f38e7f4cc
IP,EQUITY,WEEKLY,5,1136,0,1135,1,901,437,0.48501664816870144,0.0008904592103238396,0.0,484,0.47520661157024796,417,0.49640287769784175,234,e3e63ccce827899bb27370f91777935e0084d074bdf6b4687bed99aa0151dd18,18e5ab25f6a09b000a765c8ddefd6d155bcf31504408ace9e20bb0c2fd20020c,70a95bf60c805e81adab0c3bec6c7398cc072457acb62bb4286f607b2754dc55
IP,EQUITY,WEEKLY,10,1136,0,1134,2,900,443,0.4922222222222222,0.0017113665163462396,0.0019307873979154122,483,0.4886128364389234,417,0.49640287769784175,234,e3e63ccce827899bb27370f91777935e0084d074bdf6b4687bed99aa0151dd18,18e5ab25f6a09b000a765c8ddefd6d155bcf31504408ace9e20bb0c2fd20020c,70a95bf60c805e81adab0c3bec6c7398cc072457acb62bb4286f607b2754dc55
IP,EQUITY,WEEKLY,20,1136,0,1132,4,898,443,0.4933184855233853,0.004071109672749366,0.005073565424143278,481,0.5031185031185031,417,0.48201438848920863,234,e3e63ccce827899bb27370f91777935e0084d074bdf6b4687bed99aa0151dd18,18e5ab25f6a09b000a765c8ddefd6d155bcf31504408ace9e20bb0c2fd20020c,70a95bf60c805e81adab0c3bec6c7398cc072457acb62bb4286f607b2754dc55
IQV,EQUITY,WEEKLY,5,395,0,394,1,311,157,0.5048231511254019,0.0028976181492731293,2.5070196550291968e-05,199,0.48743718592964824,112,0.5357142857142857,83,8144c8d1f7ac2b5972372e238575a8d3f25c70886d871cb53a655c15e15b4e9b,96d3628f4c3a7965ac63dbe9202bf4277fe13e3b2aacad2f7b0109ef0cac1c77,d193b7cf95e4dfa1d172bdd5ec74b9aea43c50b7bc14811c420b2c6c5e56d4cb
IQV,EQUITY,WEEKLY,10,395,0,393,2,310,156,0.5032258064516129,0.005099519898180971,0.002667162883017049,198,0.51010101010101,112,0.49107142857142855,83,8144c8d1f7ac2b5972372e238575a8d3f25c70886d871cb53a655c15e15b4e9b,96d3628f4c3a7965ac63dbe9202bf4277fe13e3b2aacad2f7b0109ef0cac1c77,d193b7cf95e4dfa1d172bdd5ec74b9aea43c50b7bc14811c420b2c6c5e56d4cb
IQV,EQUITY,WEEKLY,20,395,0,391,4,308,163,0.5292207792207793,0.01023637185039493,0.006994983395746557,196,0.5306122448979592,112,0.5267857142857143,83,8144c8d1f7ac2b5972372e238575a8d3f25c70886d871cb53a655c15e15b4e9b,96d3628f4c3a7965ac63dbe9202bf4277fe13e3b2aacad2f7b0109ef0cac1c77,d193b7cf95e4dfa1d172bdd5ec74b9aea43c50b7bc14811c420b2c6c5e56d4cb
IR,EQUITY,WEEKLY,5,423,0,422,1,323,159,0.49226006191950467,0.002224281102728565,0.005336618647487468,222,0.5315315315315315,101,0.40594059405940597,99,d627a3fc74085dcb1897c9a417be09116851b8136d95cce945d0b110a6c019bb,21114d7b1b30b94529237a09c110c098e78b4edb06a006cadb1b9c1f8e553814,abec0a27501028a6fc39739b12fcd7147e0205c399e535556439f833a612b249
IR,EQUITY,WEEKLY,10,423,0,421,2,322,154,0.4782608695652174,0.0035902519184301154,0.009993482511405638,221,0.5384615384615384,101,0.3465346534653465,99,d627a3fc74085dcb1897c9a417be09116851b8136d95cce945d0b110a6c019bb,21114d7b1b30b94529237a09c110c098e78b4edb06a006cadb1b9c1f8e553814,abec0a27501028a6fc39739b12fcd7147e0205c399e535556439f833a612b249
IR,EQUITY,WEEKLY,20,423,0,419,4,320,154,0.48125,0.00996210548458918,0.02171777802029906,219,0.547945205479452,101,0.33663366336633666,99,d627a3fc74085dcb1897c9a417be09116851b8136d95cce945d0b110a6c019bb,21114d7b1b30b94529237a09c110c098e78b4edb06a006cadb1b9c1f8e553814,abec0a27501028a6fc39739b12fcd7147e0205c399e535556439f833a612b249
IRM,EQUITY,WEEKLY,5,1136,0,1135,1,911,482,0.5290889132821076,0.001826249163677628,0.002589555459646009,534,0.5561797752808989,377,0.4907161803713528,224,bcca7cab83515aeec6e2db1cbb5cd9f44f6ff866262b03a7d142b9578934fe55,157c008c511e22e711d2d47890d482fc33a4a56f2724454ad391b067b9eed26a,79d681d71fb4c2ba9302fc042be53f02b26d059d196fc5c056b896e08f714e77
IRM,EQUITY,WEEKLY,10,1136,0,1134,2,910,465,0.510989010989011,0.0036692615410249267,0.0020561321835406154,533,0.525328330206379,377,0.4907161803713528,224,bcca7cab83515aeec6e2db1cbb5cd9f44f6ff866262b03a7d142b9578934fe55,157c008c511e22e711d2d47890d482fc33a4a56f2724454ad391b067b9eed26a,79d681d71fb4c2ba9302fc042be53f02b26d059d196fc5c056b896e08f714e77
IRM,EQUITY,WEEKLY,20,1136,0,1132,4,909,451,0.4961496149614962,0.007820222277469443,0.007792059286608977,532,0.5375939849624061,377,0.4376657824933687,223,bcca7cab83515aeec6e2db1cbb5cd9f44f6ff866262b03a7d142b9578934fe55,157c008c511e22e711d2d47890d482fc33a4a56f2724454ad391b067b9eed26a,79d681d71fb4c2ba9302fc042be53f02b26d059d196fc5c056b896e08f714e77
ISRG,EQUITY,WEEKLY,5,1136,0,1135,1,953,502,0.5267576075550892,0.005182961574211556,0.0032499139402060173,686,0.5393586005830904,267,0.4943820224719101,182,c51c24b3bca1bbd358bacdc2edfa6fa59bc9a084ec4757663ce3abbfa1861ba6,4d2e4859a1b9a35ee72be46777ae6e192705da810e2836313b445450ccc6d73c,e8291c321ab49b4a1a74f82fb62d487e1e4cae84ba17602910999289fc9d8c5a
ISRG,EQUITY,WEEKLY,10,1136,0,1134,2,953,503,0.527806925498426,0.01059504035021472,0.00832072514015847,686,0.5641399416909622,267,0.4344569288389513,181,c51c24b3bca1bbd358bacdc2edfa6fa59bc9a084ec4757663ce3abbfa1861ba6,4d2e4859a1b9a35ee72be46777ae6e192705da810e2836313b445450ccc6d73c,e8291c321ab49b4a1a74f82fb62d487e1e4cae84ba17602910999289fc9d8c5a
ISRG,EQUITY,WEEKLY,20,1136,0,1132,4,951,522,0.5488958990536278,0.021164357962290183,0.021446587846330467,686,0.5991253644314869,265,0.4188679245283019,181,c51c24b3bca1bbd358bacdc2edfa6fa59bc9a084ec4757663ce3abbfa1861ba6,4d2e4859a1b9a35ee72be46777ae6e192705da810e2836313b445450ccc6d73c,e8291c321ab49b4a1a74f82fb62d487e1e4cae84ba17602910999289fc9d8c5a
IT,EQUITY,WEEKLY,5,1136,0,1135,1,920,480,0.5217391304347826,0.0039051598401637602,0.0038572806171650598,687,0.5443959243085881,233,0.45493562231759654,215,d0e3f1353bfed64b2e4cec77f3a2417330f093591b96fe0f1a1cdd059797f6f7,3fb8cce8e579239b1c0510782df5b29d114ce35e39ff05178d3e1b70203686a5,432500700cf156ed4b18348df8685c96049dee14124ae80b3c3ec61747a157f0
IT,EQUITY,WEEKLY,10,1136,0,1134,2,919,486,0.528835690968444,0.007269482372227484,0.008594188207209363,686,0.5685131195335277,233,0.41201716738197425,215,d0e3f1353bfed64b2e4cec77f3a2417330f093591b96fe0f1a1cdd059797f6f7,3fb8cce8e579239b1c0510782df5b29d114ce35e39ff05178d3e1b70203686a5,432500700cf156ed4b18348df8685c96049dee14124ae80b3c3ec61747a157f0
IT,EQUITY,WEEKLY,20,1136,0,1132,4,919,498,0.5418933623503809,0.01411066175717602,0.018520658712544935,686,0.5830903790087464,233,0.4206008583690987,213,d0e3f1353bfed64b2e4cec77f3a2417330f093591b96fe0f1a1cdd059797f6f7,3fb8cce8e579239b1c0510782df5b29d114ce35e39ff05178d3e1b70203686a5,432500700cf156ed4b18348df8685c96049dee14124ae80b3c3ec61747a157f0
ITB,ETF,WEEKLY,5,997,0,996,1,802,423,0.527431421446384,0.0023888216632063177,0.0011086488127501903,527,0.523719165085389,275,0.5345454545454545,194,78188f56e906ab0bd18c7c5a922bcfa8590daf8a706579b6a5555880543c4679,a3ec0b9615c4d63b02dd91ad744bf03f74bcab8bedc38887aa675d87c56db995,0eb61401c50962a1f80cfaf6e56832cdece3f356edf99efc740a8545fb658a1b
ITB,ETF,WEEKLY,10,997,0,995,2,801,429,0.5355805243445693,0.004276655241256712,0.007549759780370646,526,0.5665399239543726,275,0.4763636363636364,194,78188f56e906ab0bd18c7c5a922bcfa8590daf8a706579b6a5555880543c4679,a3ec0b9615c4d63b02dd91ad744bf03f74bcab8bedc38887aa675d87c56db995,0eb61401c50962a1f80cfaf6e56832cdece3f356edf99efc740a8545fb658a1b
ITB,ETF,WEEKLY,20,997,0,993,4,799,433,0.541927409261577,0.008684302755777236,0.00897959183673458,525,0.5733333333333334,274,0.48175182481751827,194,78188f56e906ab0bd18c7c5a922bcfa8590daf8a706579b6a5555880543c4679,a3ec0b9615c4d63b02dd91ad744bf03f74bcab8bedc38887aa675d87c56db995,0eb61401c50962a1f80cfaf6e56832cdece3f356edf99efc740a8545fb658a1b
ITOT,ETF,WEEKLY,5,660,0,659,1,559,320,0.5724508050089445,0.0024069838862567083,0.003397508493771184,477,0.589098532494759,82,0.47560975609756095,100,0fb63dfb007358b531997d69a5cf12e1b7d728518b69a34a64655eba0f05de0b,a7b3710aa364cd0cb5eafffeaedd9496dcca06225956e9f441941918b608f2f1,817351593bb15ef5089e7ebcc2e48631799a5b5fa6ae61fab1095d1d1499fa74
ITOT,ETF,WEEKLY,10,660,0,658,2,558,324,0.5806451612903226,0.004744459825262798,0.007153005275017721,476,0.6113445378151261,82,0.4024390243902439,100,0fb63dfb007358b531997d69a5cf12e1b7d728518b69a34a64655eba0f05de0b,a7b3710aa364cd0cb5eafffeaedd9496dcca06225956e9f441941918b608f2f1,817351593bb15ef5089e7ebcc2e48631799a5b5fa6ae61fab1095d1d1499fa74
ITOT,ETF,WEEKLY,20,660,0,656,4,556,335,0.6025179856115108,0.00960460754991066,0.01447365079823082,474,0.6561181434599156,82,0.2926829268292683,100,0fb63dfb007358b531997d69a5cf12e1b7d728518b69a34a64655eba0f05de0b,a7b3710aa364cd0cb5eafffeaedd9496dcca06225956e9f441941918b608f2f1,817351593bb15ef5089e7ebcc2e48631799a5b5fa6ae61fab1095d1d1499fa74
ITW,EQUITY,WEEKLY,5,1136,0,1135,1,913,457,0.5005476451259584,0.002018806668032439,0.0016884761502744539,667,0.5172413793103449,246,0.45528455284552843,222,ac76ad3a2e8bf345a8319fc50e78d5195d5feaf3fd1e1e1f0bbc3a6bb19c8dda,12ecfd436f67462ca287bbdc4958530038b53e74455ef51e0b8539129f44ccaa,d8c089e1ea17703574b1ecee7ad8f574c7227ea0358275a89d181a83935ee47e
ITW,EQUITY,WEEKLY,10,1136,0,1134,2,912,467,0.5120614035087719,0.004063070924368064,0.004036929685264368,666,0.5465465465465466,246,0.4186991869918699,222,ac76ad3a2e8bf345a8319fc50e78d5195d5feaf3fd1e1e1f0bbc3a6bb19c8dda,12ecfd436f67462ca287bbdc4958530038b53e74455ef51e0b8539129f44ccaa,d8c089e1ea17703574b1ecee7ad8f574c7227ea0358275a89d181a83935ee47e
ITW,EQUITY,WEEKLY,20,1136,0,1132,4,910,478,0.5252747252747253,0.008294202897236532,0.00965225166431849,664,0.5602409638554217,246,0.43089430894308944,222,ac76ad3a2e8bf345a8319fc50e78d5195d5feaf3fd1e1e1f0bbc3a6bb19c8dda,12ecfd436f67462ca287bbdc4958530038b53e74455ef51e0b8539129f44ccaa,d8c089e1ea17703574b1ecee7ad8f574c7227ea0358275a89d181a83935ee47e
IVV,ETF,WEEKLY,5,1136,0,1135,1,964,542,0.5622406639004149,0.001937312819355762,0.0028407073361267354,785,0.5808917197452229,179,0.48044692737430167,171,08752fe36cf501e1451818af798eae8f2b4ef01e1a276285061a17a6511e406f,ec3ddf95eea08907c3debcaccd2c5618ba79ddaf2f7aea00136618e55a998584,af3eca7bc69e5bdef30ca54c126a62d4f8c268a0981a4aee3c677bd4d36dfc45
IVV,ETF,WEEKLY,10,1136,0,1134,2,963,550,0.5711318795430945,0.0037716050716581546,0.006843082659778288,784,0.6135204081632653,179,0.3854748603351955,171,08752fe36cf501e1451818af798eae8f2b4ef01e1a276285061a17a6511e406f,ec3ddf95eea08907c3debcaccd2c5618ba79ddaf2f7aea00136618e55a998584,af3eca7bc69e5bdef30ca54c126a62d4f8c268a0981a4aee3c677bd4d36dfc45
IVV,ETF,WEEKLY,20,1136,0,1132,4,961,589,0.6129032258064516,0.007539299143189075,0.014134095901820354,782,0.6611253196930946,179,0.4022346368715084,171,08752fe36cf501e1451818af798eae8f2b4ef01e1a276285061a17a6511e406f,ec3ddf95eea08907c3debcaccd2c5618ba79ddaf2f7aea00136618e55a998584,af3eca7bc69e5bdef30ca54c126a62d4f8c268a0981a4aee3c677bd4d36dfc45
IVZ,EQUITY,WEEKLY,5,943,0,942,1,740,391,0.5283783783783784,0.0014339012027217207,0.0022282461486972105,412,0.5509708737864077,328,0.5,202,f0d29100b68b090de053ac0d9902298e98f8d7aaa74c2bfa9bcf5a6211312123,d4c1695f2c47344dd0c87dba9bd8320cdee4ec34313ff9b48caea17e2108c90f,3daa803214d5226de1fc2041a5fe74e60035150d4ffb6891bf258e091d069db9
IVZ,EQUITY,WEEKLY,10,943,0,941,2,739,360,0.4871447902571042,0.003362635235921114,0.003608660785886064,411,0.5231143552311436,328,0.4420731707317073,202,f0d29100b68b090de053ac0d9902298e98f8d7aaa74c2bfa9bcf5a6211312123,d4c1695f2c47344dd0c87dba9bd8320cdee4ec34313ff9b48caea17e2108c90f,3daa803214d5226de1fc2041a5fe74e60035150d4ffb6891bf258e091d069db9
IVZ,EQUITY,WEEKLY,20,943,0,939,4,737,382,0.5183175033921302,0.005773404492477638,0.006781429316640608,409,0.5378973105134475,328,0.49390243902439024,202,f0d29100b68b090de053ac0d9902298e98f8d7aaa74c2bfa9bcf5a6211312123,d4c1695f2c47344dd0c87dba9bd8320cdee4ec34313ff9b48caea17e2108c90f,3daa803214d5226de1fc2041a5fe74e60035150d4ffb6891bf258e091d069db9
IWD,ETF,WEEKLY,5,1136,0,1135,1,952,523,0.5493697478991597,0.00151818629717168,0.002749075741776519,750,0.5706666666666667,202,0.47029702970297027,183,cf3d0d5f745b3b09cc74313d28b7c91ee809d3b76c67fdd44b8081244ed179b9,3f5d3ceab295a0b42f816228a4184acefa329eb2e632febf518c194664e1a6a4,939e57a75df21764907ea13f717bb68a1321f11d407e5f44b62af1d08c766a5f
IWD,ETF,WEEKLY,10,1136,0,1134,2,951,530,0.5573080967402734,0.0028452663175502443,0.005919379808278169,749,0.5927903871829105,202,0.42574257425742573,183,cf3d0d5f745b3b09cc74313d28b7c91ee809d3b76c67fdd44b8081244ed179b9,3f5d3ceab295a0b42f816228a4184acefa329eb2e632febf518c194664e1a6a4,939e57a75df21764907ea13f717bb68a1321f11d407e5f44b62af1d08c766a5f
IWD,ETF,WEEKLY,20,1136,0,1132,4,949,534,0.5626975763962065,0.005667900629109819,0.01228299502057173,747,0.6104417670682731,202,0.38613861386138615,183,cf3d0d5f745b3b09cc74313d28b7c91ee809d3b76c67fdd44b8081244ed179b9,3f5d3ceab295a0b42f816228a4184acefa329eb2e632febf518c194664e1a6a4,939e57a75df21764907ea13f717bb68a1321f11d407e5f44b62af1d08c766a5f
IWF,ETF,WEEKLY,5,1136,0,1135,1,950,533,0.5610526315789474,0.002382681744008566,0.0032058621479276184,777,0.5791505791505791,173,0.4797687861271676,185,d11ae29bea02e5bb029ed3b19a0035d10822d29b7900a8528766d1e1d1fd7cf4,964170b8b190b82486f1e3ec303da9fc12c7b3543b2cccb0cc2f89dfd477bf59,87147e33e932329ee2228304f81920a30854736dbea68aa1d3ba12101621d3dc
IWF,ETF,WEEKLY,10,1136,0,1134,2,949,551,0.5806111696522656,0.004667589019019289,0.007408410552804057,776,0.6069587628865979,173,0.4624277456647399,185,d11ae29bea02e5bb029ed3b19a0035d10822d29b7900a8528766d1e1d1fd7cf4,964170b8b190b82486f1e3ec303da9fc12c7b3543b2cccb0cc2f89dfd477bf59,87147e33e932329ee2228304f81920a30854736dbea68aa1d3ba12101621d3dc
IWF,ETF,WEEKLY,20,1136,0,1132,4,948,586,0.6181434599156118,0.00941403666186793,0.014692861599619134,775,0.655483870967742,173,0.4508670520231214,184,d11ae29bea02e5bb029ed3b19a0035d10822d29b7900a8528766d1e1d1fd7cf4,964170b8b190b82486f1e3ec303da9fc12c7b3543b2cccb0cc2f89dfd477bf59,87147e33e932329ee2228304f81920a30854736dbea68aa1d3ba12101621d3dc
IWM,ETF,WEEKLY,5,1136,0,1135,1,913,483,0.5290251916757941,0.0018216966233195323,0.0031322933300579336,690,0.5507246376811594,223,0.4618834080717489,222,150a28ba64efbf93e1f00786bdf16348d1d06386799c80eb3dfa81a6af637379,0f86376ba2b3abe921c3b2830f09b420dad367205bd93039b85108fa2f25aa0e,106e7414421bd52571709d7691eac1b37f2f666821360d50f1beaf795bd5a604
IWM,ETF,WEEKLY,10,1136,0,1134,2,912,467,0.5120614035087719,0.00351629991470675,0.005312931094876294,689,0.548621190130624,223,0.3991031390134529,222,150a28ba64efbf93e1f00786bdf16348d1d06386799c80eb3dfa81a6af637379,0f86376ba2b3abe921c3b2830f09b420dad367205bd93039b85108fa2f25aa0e,106e7414421bd52571709d7691eac1b37f2f666821360d50f1beaf795bd5a604
IWM,ETF,WEEKLY,20,1136,0,1132,4,910,467,0.5131868131868131,0.007091811370396794,0.011065498204556268,687,0.5545851528384279,223,0.38565022421524664,222,150a28ba64efbf93e1f00786bdf16348d1d06386799c80eb3dfa81a6af637379,0f86376ba2b3abe921c3b2830f09b420dad367205bd93039b85108fa2f25aa0e,106e7414421bd52571709d7691eac1b37f2f666821360d50f1beaf795bd5a604
IYR,ETF,WEEKLY,5,1136,0,1135,1,892,441,0.4943946188340807,0.0006349346178690392,0.002280873248615256,590,0.523728813559322,302,0.4370860927152318,243,16e512878583888cdb24690ba4d506a444a90ff95fc71980fabb6a71a91ac211,2faf470f535312d727b6fb1f3aaa3b49bc7b54caaf5720f8a318910dd782e9ce,d765c13bcc04e513d90c13b8d0dfcb1f68da7aea11ba328ce83ac01bf414ebad
IYR,ETF,WEEKLY,10,1136,0,1134,2,891,436,0.489337822671156,0.0009924548344751396,0.0040685425356742355,589,0.533106960950764,302,0.40397350993377484,243,16e512878583888cdb24690ba4d506a444a90ff95fc71980fabb6a71a91ac211,2faf470f535312d727b6fb1f3aaa3b49bc7b54caaf5720f8a318910dd782e9ce,d765c13bcc04e513d90c13b8d0dfcb1f68da7aea11ba328ce83ac01bf414ebad
IYR,ETF,WEEKLY,20,1136,0,1132,4,889,424,0.4769403824521935,0.001642081784864766,0.00876857642619,587,0.5400340715502555,302,0.3543046357615894,243,16e512878583888cdb24690ba4d506a444a90ff95fc71980fabb6a71a91ac211,2faf470f535312d727b6fb1f3aaa3b49bc7b54caaf5720f8a318910dd782e9ce,d765c13bcc04e513d90c13b8d0dfcb1f68da7aea11ba328ce83ac01bf414ebad
J,EQUITY,WEEKLY,5,288,0,287,1,226,109,0.4823008849557522,0.0015168311849152916,0.0025453388482341577,127,0.49606299212598426,99,0.46464646464646464,61,2d238970cb23145f934bd5099ac4a4545ee4941752d38c4dbeebeec4f7fb3bdc,f92de593889e3641cfc1f7d17982bae5b96e30909427adcf5800d6e2b62c850e,bf5d1442e9e17d595b81cfad5475b7243b6752d374525fb41f4fa33255954467
J,EQUITY,WEEKLY,10,288,0,286,2,225,106,0.4711111111111111,0.0021412539325126514,0.004576036976219222,126,0.5,99,0.43434343434343436,61,2d238970cb23145f934bd5099ac4a4545ee4941752d38c4dbeebeec4f7fb3bdc,f92de593889e3641cfc1f7d17982bae5b96e30909427adcf5800d6e2b62c850e,bf5d1442e9e17d595b81cfad5475b7243b6752d374525fb41f4fa33255954467
J,EQUITY,WEEKLY,20,288,0,284,4,223,101,0.452914798206278,0.003316928185170963,0.003872171441779315,124,0.49193548387096775,99,0.40404040404040403,61,2d238970cb23145f934bd5099ac4a4545ee4941752d38c4dbeebeec4f7fb3bdc,f92de593889e3641cfc1f7d17982bae5b96e30909427adcf5800d6e2b62c850e,bf5d1442e9e17d595b81cfad5475b7243b6752d374525fb41f4fa33255954467
JBHT,EQUITY,WEEKLY,5,1136,0,1135,1,891,432,0.48484848484848486,0.003168050332703284,0.0024832381425379246,630,0.5063492063492063,261,0.4329501915708812,244,c8a8f945c70213251224e42b0cebd51d007938f1970ec72fd68d182d642d2207,f780e3f7b18ea7c5d4bf1b82db7244ab8fdfa24926bb591c4491cc1246641096,3170d453c7a0057497fadac246a5b025b8a181da847e0a42c11569bb71a4a920
JBHT,EQUITY,WEEKLY,10,1136,0,1134,2,890,428,0.48089887640449436,0.006057303056332674,0.004437619729631637,629,0.49761526232114467,261,0.44061302681992337,244,c8a8f945c70213251224e42b0cebd51d007938f1970ec72fd68d182d642d2207,f780e3f7b18ea7c5d4bf1b82db7244ab8fdfa24926bb591c4491cc1246641096,3170d453c7a0057497fadac246a5b025b8a181da847e0a42c11569bb71a4a920
JBHT,EQUITY,WEEKLY,20,1136,0,1132,4,890,446,0.501123595505618,0.011871974001044294,0.008223807036665698,629,0.5373608903020668,261,0.41379310344827586,242,c8a8f945c70213251224e42b0cebd51d007938f1970ec72fd68d182d642d2207,f780e3f7b18ea7c5d4bf1b82db7244ab8fdfa24926bb591c4491cc1246641096,3170d453c7a0057497fadac246a5b025b8a181da847e0a42c11569bb71a4a920
JBL,EQUITY,WEEKLY,5,1136,0,1135,1,891,448,0.5028058361391695,0.0037583912706425546,0.003331482509716821,601,0.5291181364392679,290,0.4482758620689655,244,febfe940114b8b3f2a40603d4379a8d01e1d9d910f9817b1e1bd153f55c81b19,46456ced4e890732b3a636aa31cd6df557ee187f68d8178ab228c154e92061d0,df01fb51ca71de5709c19b392dbe010af9cfa94d772bf45a06ad20b791a03c5b
JBL,EQUITY,WEEKLY,10,1136,0,1134,2,890,437,0.4910112359550562,0.007737471103803587,0.007573778671562725,600,0.52,290,0.43103448275862066,244,febfe940114b8b3f2a40603d4379a8d01e1d9d910f9817b1e1bd153f55c81b19,46456ced4e890732b3a636aa31cd6df557ee187f68d8178ab228c154e92061d0,df01fb51ca71de5709c19b392dbe010af9cfa94d772bf45a06ad20b791a03c5b
JBL,EQUITY,WEEKLY,20,1136,0,1132,4,889,458,0.515185601799775,0.016967761936450786,0.017983286967252265,599,0.5575959933222037,290,0.42758620689655175,243,febfe940114b8b3f2a40603d4379a8d01e1d9d910f9817b1e1bd153f55c81b19,46456ced4e890732b3a636aa31cd6df557ee187f68d8178ab228c154e92061d0,df01fb51ca71de5709c19b392dbe010af9cfa94d772bf45a06ad20b791a03c5b
JCI,EQUITY,WEEKLY,5,1136,0,1135,1,911,476,0.5225027442371021,0.0026377019825914224,0.0037840197933343145,595,0.5445378151260504,316,0.4810126582278481,224,6395f21dd9552e2c0783d01c215c63bdb46f613ec6807aff53eca63d1809d674,6e8b7135c043ecc815d46945ab0705d2fbf7fe2e7449609b2e1a59eba58f5693,dd9bff0995b19ce7b5a85dcd8ce39bd522265d89f27de5a0fda33c3fd617d85d
JCI,EQUITY,WEEKLY,10,1136,0,1134,2,910,483,0.5307692307692308,0.0051504751990838855,0.005083077668133651,594,0.5538720538720538,316,0.4873417721518987,224,6395f21dd9552e2c0783d01c215c63bdb46f613ec6807aff53eca63d1809d674,6e8b7135c043ecc815d46945ab0705d2fbf7fe2e7449609b2e1a59eba58f5693,dd9bff0995b19ce7b5a85dcd8ce39bd522265d89f27de5a0fda33c3fd617d85d
JCI,EQUITY,WEEKLY,20,1136,0,1132,4,908,501,0.551762114537445,0.010918083077570976,0.013001025602581762,592,0.6047297297297297,316,0.4525316455696203,224,6395f21dd9552e2c0783d01c215c63bdb46f613ec6807aff53eca63d1809d674,6e8b7135c043ecc815d46945ab0705d2fbf7fe2e7449609b2e1a59eba58f5693,dd9bff0995b19ce7b5a85dcd8ce39bd522265d89f27de5a0fda33c3fd617d85d
JEPI,ETF,WEEKLY,5,265,0,264,1,192,83,0.4322916666666667,-0.0002270767654843315,0.0007160703280657543,114,0.4473684210526316,78,0.41025641025641024,72,33ef77b90308be1f2b5e6c44f69d3eabbaabc8ca139d7034d365cccf14341fbc,5b603e61be67dd960d18aef8a9b189badb0135f7d14682e26bf70a0e7bae97b8,0d3d6aa575dca9be3c68a3e0c7630f92eefed268b6a8e826f3e0d8a820c2b868
JEPI,ETF,WEEKLY,10,265,0,263,2,191,88,0.4607329842931937,-0.0005898126333650641,0.001271571298819163,113,0.504424778761062,78,0.3974358974358974,72,33ef77b90308be1f2b5e6c44f69d3eabbaabc8ca139d7034d365cccf14341fbc,5b603e61be67dd960d18aef8a9b189badb0135f7d14682e26bf70a0e7bae97b8,0d3d6aa575dca9be3c68a3e0c7630f92eefed268b6a8e826f3e0d8a820c2b868
JEPI,ETF,WEEKLY,20,265,0,261,4,190,79,0.41578947368421054,-0.0010115629341593028,0.004171957192091291,112,0.4375,78,0.38461538461538464,71,33ef77b90308be1f2b5e6c44f69d3eabbaabc8ca139d7034d365cccf14341fbc,5b603e61be67dd960d18aef8a9b189badb0135f7d14682e26bf70a0e7bae97b8,0d3d6aa575dca9be3c68a3e0c7630f92eefed268b6a8e826f3e0d8a820c2b868
JEPQ,ETF,WEEKLY,5,163,0,162,1,132,74,0.5606060606060606,0.0012203219307733674,0.0029147183924610465,115,0.5826086956521739,17,0.4117647058823529,30,099e76fdaf0ebf6420f66aaa1e0e1bea33f06fd9787b2be702a5149011651d7c,8ebc7a993f1ccb10d07a2415d9a35a9baaa7e1de6bce98df3ea5ed2542fc8fbe,1ebe258b7a60e9d1d33261b502cad473ba9e2b28604d4a4df8f4c9b03f09c2d3
JEPQ,ETF,WEEKLY,10,163,0,161,2,131,72,0.549618320610687,0.0026156047165967937,0.004689831592411098,114,0.5877192982456141,17,0.29411764705882354,30,099e76fdaf0ebf6420f66aaa1e0e1bea33f06fd9787b2be702a5149011651d7c,8ebc7a993f1ccb10d07a2415d9a35a9baaa7e1de6bce98df3ea5ed2542fc8fbe,1ebe258b7a60e9d1d33261b502cad473ba9e2b28604d4a4df8f4c9b03f09c2d3
JEPQ,ETF,WEEKLY,20,163,0,159,4,130,80,0.6153846153846154,0.0062577442997554045,0.013954331279449228,113,0.672566371681416,17,0.23529411764705882,29,099e76fdaf0ebf6420f66aaa1e0e1bea33f06fd9787b2be702a5149011651d7c,8ebc7a993f1ccb10d07a2415d9a35a9baaa7e1de6bce98df3ea5ed2542fc8fbe,1ebe258b7a60e9d1d33261b502cad473ba9e2b28604d4a4df8f4c9b03f09c2d3
