symbol,relative_path,sha256,fieldnames,date_candidates,close_candidates
GDX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GDX.daily.csv.gz,9ef57545e1ade7bb8a570f4301b00233a1e63108ef689df70281e3ebbd41ee1f,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GDXJ,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GDXJ.daily.csv.gz,f1b7f4e02de36c8e263bfe903e6d5a830124fc327725b6761bf421c68623a1c1,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GE,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GE.daily.csv.gz,d3e5170d9e308229f02c89f1a360eab0011370b47b2ee6fc36569e7b3ab1c387,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GEHC,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GEHC.daily.csv.gz,1af89d24f815fe56bdb85e84cdde22494032c63746c94be1ad51a8be75ab6c28,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GEN,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GEN.daily.csv.gz,8521b28886e960ef75abcfd1ae10ca8b2d449d7afc7e7941bf1ebc71777e5cc7,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GEV,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GEV.daily.csv.gz,d1d0e65edece7c700ce93c770e4bdc6e5b39d82867c266a3e752cc7327d44b24,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GILD,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GILD.daily.csv.gz,4e2b9501d67e31c0acd9e094cb72269b2d54c3aeb7cd1b8524f4c067272a39d3,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GIS,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GIS.daily.csv.gz,b1cbb13fd1d305ab6b50c439cc435cb85ab1d2997feb1901a353a06d299ed81b,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GL,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GL.daily.csv.gz,d9d1ee389db19c532a41e80cc96d45681585a527daa8eb6237806ec23ba44d7c,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GLD,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GLD.daily.csv.gz,3cbac671838b485a8668c38b1dce18b4891f719fc1a21ad174a5c6dbd568616d,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GLW,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GLW.daily.csv.gz,5282bcbe64573c1c16fb1450dc0e58ad37752ed67a76b85ef645305de94a6e2f,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GM,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GM.daily.csv.gz,d99a759ae261904d53f1ad38899b37fbe35c95597e94cec530440376282f67c9,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GNRC,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GNRC.daily.csv.gz,e95b2dbace603e5b85c585a77dec2091093b56c33a0eb79682faae924a3b0890,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GOOG,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GOOG.daily.csv.gz,d30f58392f8827621ad3eb0255aa524a7832700549a2ed574f45f09338b621b0,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GOOGL,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GOOGL.daily.csv.gz,902db18847b73a56ba12b0b250c579ed7d28b4c5f327a2e7c7455e743aaa29bd,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GPC,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GPC.daily.csv.gz,8349fc3617e6da863eadf2b6f204ceb8067a3b018b5407b626c82ed357096698,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GPN,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GPN.daily.csv.gz,65e73f9dcf66bf945f28bfb5e35e65295b6652b6d29a01a9bdafc55b67357d75,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GRMN,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GRMN.daily.csv.gz,d17a07559d1f9f80550a82a2ad1995dfbda38632aa6ceec2de9798b788737680,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GS,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GS.daily.csv.gz,b9d05ff3500f073323cad06c4dfb291288ed6821aa9ff7a8a648cca284e3e151,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
GWW,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/GWW.daily.csv.gz,9e2e0edfbd2450008d5bf19dc03a8842a174988cfcb80aeb5af33d2169f57f91,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HACK,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HACK.daily.csv.gz,72f019bf94a9dfde7d28fc9f083b481e94c36127d4a5140794b67148004dfde2,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HAL,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HAL.daily.csv.gz,96672efb50cd62687ffbb006afa1104be35803aa2c98f0bdbd1d778bdd874f63,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HAS,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HAS.daily.csv.gz,884b65ae0b397b666824ac8c0eb4e23b5693103cba0aea546c38a4c5820b19e1,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HBAN,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HBAN.daily.csv.gz,b541b92b1d991a8ddaed9c794b373114cc33ec42dce4ed6477828e29f231a2e6,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HCA,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HCA.daily.csv.gz,67d12c5eee3b454d9492dc58d758877ae6fa6022e9d43658936a371b8f39747a,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HD,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HD.daily.csv.gz,01ecaafba1744b8209dec57118d5129a2aa45005115358147868f7b9774cd538,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HIG,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HIG.daily.csv.gz,74a31ed95102f152daf5750dcef45ef8fc1bf05ef9ac8a0c8399354d745bfd56,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HII,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HII.daily.csv.gz,fc269530eba50bb5e96ffb5d64a98e784a87d99242366ed4b67f8098f5f68079,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HLT,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HLT.daily.csv.gz,7e650997a4277a8b9bbcd7c045ffcc2975fa46d7aa210b0e7c53c6b4204d3985,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HOOD,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HOOD.daily.csv.gz,bbc6a621728bdc1a8d6b2b74b743847710211f7e3fa91047b0b5c9bb47e980bf,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HPE,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HPE.daily.csv.gz,439ccc9feb2e53b123c3a213e2de7ff9c2405f50ad3a3f2306bed213c2a42d7e,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HPQ,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HPQ.daily.csv.gz,da49f2df8bb97fa3b906bd480ebbc1b1c8af17920ee12c9882a90020762a4b6f,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HRL,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HRL.daily.csv.gz,8d47ce382acd923caed1d898d26d3eeff149c850c5a21cb6a6e8aa59e78d1324,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HSIC,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HSIC.daily.csv.gz,d9c7c8e5b4be16b1d0b4c6b7f5c62348b84bb17c8f394e6a71ace09a0cf1e611,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HST,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HST.daily.csv.gz,ec43ea6bcf476d146b91318cc646a01fbd2b39377b36363e47f12f20fbcd164a,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HSY,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HSY.daily.csv.gz,4ea7c1a11296765ff940f386fac76fd91940daa054871500fbc7bbf5a7f86772,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HUBB,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HUBB.daily.csv.gz,8402aaf34f4d45edb2b18e4c211cd07bf0326ea3d9407aa6d7b0a8221923aa4e,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HUM,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HUM.daily.csv.gz,47bd2c3586fea40222dffc2f2887f13f373895611d8918463280634651911ac2,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HWM,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HWM.daily.csv.gz,748e6a7499c3cbf8c51d28d7c274e8b197466ae5c7b3e4622b2787f5362c4f94,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
HYG,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/HYG.daily.csv.gz,562ba3f89b4327ae126dc1c2529f90191f6f5781e72b4f0c53a6a0ba0b1123e0,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IAU,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IAU.daily.csv.gz,8a85bba2ad8b37bbac71139075ce59081b626663c3dcddeb544fdfdc8b927700,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IBB,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IBB.daily.csv.gz,4d02339734c1bab174e5e7489483d96347a14f0bdf478f5509b7c2b30867ae04,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IBIT,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IBIT.daily.csv.gz,803bcc40a3b28b31ace0d814e19847b0d9ff790eea6bd147adc7167e87e78efe,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IBKR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IBKR.daily.csv.gz,5a9a7bb7f41badd1417aaa552a893e3a4ff7b09b11791319d7df31fa2bc07979,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IBM,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IBM.daily.csv.gz,48a42e2ef63d303c8025f4161edc264f6770d2c904ef8ed7f2d435a55ad518a4,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ICE,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ICE.daily.csv.gz,55208bafe4b2e36b833d4d0b2383ebbc53de773e3c4c4625867d20ed3cb97022,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ICLN,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ICLN.daily.csv.gz,d1c47356530a99623fe60ce7dee6ac973e02f9fde471580513a8b05d8a368aac,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IDXX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IDXX.daily.csv.gz,97a78460a07b543248445df69c76e6b39826c291c6e6fabac77d176e32459b73,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IEF,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IEF.daily.csv.gz,789e5e66fde48840bc3155d4d4d6a25f878db9ac8d43ebb42bfd7febff0f3848,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IEX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IEX.daily.csv.gz,65e579e1f7001bdaea820e1df877b7909a9d38b3537a4a243ab73e0d00457327,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IFF,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IFF.daily.csv.gz,db962cfc0cbd665993f8f51f910df9460952bba786c89c431d2e62a40ba36acc,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IGV,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IGV.daily.csv.gz,13ff52000ea8f74bc6afcca48db915953c08de4b1510e08f7743178f56c4851a,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IHI,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IHI.daily.csv.gz,9946744f30a0445f7e581e87706e51b4c9429bc213664f84416262cecc3ed0e4,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
INCY,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/INCY.daily.csv.gz,4abc9fc4597eedcfdba2214e29e9211c83727ca3d3b4a16f3096e67ad8987da6,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
INDA,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/INDA.daily.csv.gz,47fbfd1bdaabc82f52373ec12f74ff4a5643f2e1e5d38352071ec7f6ed1a18f1,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
INTC,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/INTC.daily.csv.gz,3a60c7239e6f4ea92bdd8c1026cd4df15903a9a1b0f1569a3d8b701d9948303f,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
INTU,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/INTU.daily.csv.gz,cfe70ca1d53bfa217ac26d72353040be81f5e9618ecffee866e0305be2099593,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
INVH,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/INVH.daily.csv.gz,037c36654cb52de7cb73fe48ae5c9b2876c8ed0a572d7a32538552573d3f583d,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IP,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IP.daily.csv.gz,e3e63ccce827899bb27370f91777935e0084d074bdf6b4687bed99aa0151dd18,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IQV,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IQV.daily.csv.gz,8144c8d1f7ac2b5972372e238575a8d3f25c70886d871cb53a655c15e15b4e9b,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IR.daily.csv.gz,d627a3fc74085dcb1897c9a417be09116851b8136d95cce945d0b110a6c019bb,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IRM,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IRM.daily.csv.gz,bcca7cab83515aeec6e2db1cbb5cd9f44f6ff866262b03a7d142b9578934fe55,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ISRG,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ISRG.daily.csv.gz,c51c24b3bca1bbd358bacdc2edfa6fa59bc9a084ec4757663ce3abbfa1861ba6,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IT,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IT.daily.csv.gz,d0e3f1353bfed64b2e4cec77f3a2417330f093591b96fe0f1a1cdd059797f6f7,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ITB,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ITB.daily.csv.gz,78188f56e906ab0bd18c7c5a922bcfa8590daf8a706579b6a5555880543c4679,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ITOT,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ITOT.daily.csv.gz,0fb63dfb007358b531997d69a5cf12e1b7d728518b69a34a64655eba0f05de0b,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
ITW,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/ITW.daily.csv.gz,ac76ad3a2e8bf345a8319fc50e78d5195d5feaf3fd1e1e1f0bbc3a6bb19c8dda,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IVV,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IVV.daily.csv.gz,08752fe36cf501e1451818af798eae8f2b4ef01e1a276285061a17a6511e406f,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IVZ,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IVZ.daily.csv.gz,f0d29100b68b090de053ac0d9902298e98f8d7aaa74c2bfa9bcf5a6211312123,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IWD,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IWD.daily.csv.gz,cf3d0d5f745b3b09cc74313d28b7c91ee809d3b76c67fdd44b8081244ed179b9,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IWF,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IWF.daily.csv.gz,d11ae29bea02e5bb029ed3b19a0035d10822d29b7900a8528766d1e1d1fd7cf4,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IWM,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IWM.daily.csv.gz,150a28ba64efbf93e1f00786bdf16348d1d06386799c80eb3dfa81a6af637379,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
IYR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/IYR.daily.csv.gz,16e512878583888cdb24690ba4d506a444a90ff95fc71980fabb6a71a91ac211,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
J,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/J.daily.csv.gz,2d238970cb23145f934bd5099ac4a4545ee4941752d38c4dbeebeec4f7fb3bdc,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
JBHT,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/JBHT.daily.csv.gz,c8a8f945c70213251224e42b0cebd51d007938f1970ec72fd68d182d642d2207,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
JBL,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/JBL.daily.csv.gz,febfe940114b8b3f2a40603d4379a8d01e1d9d910f9817b1e1bd153f55c81b19,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
JCI,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/JCI.daily.csv.gz,6395f21dd9552e2c0783d01c215c63bdb46f613ec6807aff53eca63d1809d674,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
JEPI,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/JEPI.daily.csv.gz,33ef77b90308be1f2b5e6c44f69d3eabbaabc8ca139d7034d365cccf14341fbc,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
JEPQ,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/JEPQ.daily.csv.gz,099e76fdaf0ebf6420f66aaa1e0e1bea33f06fd9787b2be702a5149011651d7c,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
JETS,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/JETS.daily.csv.gz,d9b20bf90502a389eff3db2ba0a17c8382498482bb42ea2d0f96cc3d0a6de710,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
JKHY,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/JKHY.daily.csv.gz,afbd6d749a121b2b760775f50c4c4ae81b43177206d5be392d1b7b7c28c6d448,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
JNJ,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/JNJ.daily.csv.gz,9feda72a6b9d4aaafdfbcc0b1e743eb3835b6abba92bafcb3afb2f2bffa4a8cb,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
JPM,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/JPM.daily.csv.gz,a43e82f45bf9c8a6c9d8c0500627b52f9a7e6679e66c8e1589c4e0daeb0d9ae3,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KBE,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KBE.daily.csv.gz,ebb789306bb246448a776fab5c503a0b2725622b9605a6c510f7ee0c953131e0,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KDP,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KDP.daily.csv.gz,d18ace8a9e4c436e4fbdccd2a33ba66fae8fffdda3098a43f97377ecf32da0aa,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KEY,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KEY.daily.csv.gz,7cecb9328b88dbf126af3411c824baa935e5e83246d6d77cd3df215329f933e3,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KEYS,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KEYS.daily.csv.gz,8680c932ccd74b396125cefe652a42c0f87a78ef56ed10de98ad30b6a36ebcc8,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KHC,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KHC.daily.csv.gz,b4b5a01a7d534b5144696c7ef4e58cf69f60c6fb2f6a43dec5664c0ac03f7743,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KIM,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KIM.daily.csv.gz,b5b453bb581cdd5373ab8a5014abae577466581edcf5e0ccc0bf5d4d9be86d7f,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KKR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KKR.daily.csv.gz,55b05f5ea7014004c9f91be6f3493a7a7375ee05d51189cc6a519381077c97d2,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KLAC,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KLAC.daily.csv.gz,6b535df855afea65f1e2251efeb603225f9f7f365e5b45d16c4e0687aaf4045b,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KMB,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KMB.daily.csv.gz,d63695042639410203606f7f4718d9b2de25336da0e60c9f1d62444b26d8ad51,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KMI,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KMI.daily.csv.gz,c4da78ee6958ddb3cf2912c1afe717fd5c04160ae28996610e5160a026b35c98,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KO,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KO.daily.csv.gz,ed42ad5980f2c66bfdebf511c46b0b60c2142e76bd2c5649ce362ee99f38ce72,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KR,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KR.daily.csv.gz,9935ae8656522cbec00e3609c5d4664131e527f72c4360d7ae132ee0e3aa0ee1,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KRE,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KRE.daily.csv.gz,dbaed6ed30fb49490863a6dedfd1b28530d58dfd5941253afd324aa9d47e1ae0,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KVUE,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KVUE.daily.csv.gz,eb604c108bf382d06bdfd7719aac3878cd5c7dc9276ead095673947cbe216022,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
KWEB,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/KWEB.daily.csv.gz,e35d5a969647399655a8b77b91dcd3ebd1052f0c20f636abdaca166b4f887161,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
L,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/L.daily.csv.gz,b8399a681314c00a39033a83e060af7f9817d2f1804ceda03724ee7d1e9a0d48,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
LDOS,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/LDOS.daily.csv.gz,f04d82ac3150a7e8a351157901aef57cba74ad49fb15c1e9ada6cee749bc1715,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
LEN,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/LEN.daily.csv.gz,e4d0ea2811e8b33b85d4bf8f9a00493acf5e59789895dbab36b08506fa19d80c,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
LH,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/LH.daily.csv.gz,6cab1c01109329bf24b3d1c79b60a41d3de307f40a10f0169354337a252175ba,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
LHX,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/LHX.daily.csv.gz,9635673d1dd2d6e9c16f9bea7efcf0134e9e7517f641dd7bc9e4922a5dc16981,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
LII,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/LII.daily.csv.gz,bf47f877e24e25b44060fe1a45dd686e08e66778e22e74655b5405d2cc6c36ad,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
LIN,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/LIN.daily.csv.gz,31118cfa351ca3dc7ab3fc2c42d31099ee7725d63a19e01a5497073bb7f17d85,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
LITE,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/LITE.daily.csv.gz,0560aa7e1903413e40383d6317be4f8e2e4288d5b0132d6271e87e0975216faa,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
LLY,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/LLY.daily.csv.gz,163ff82248367b25ad08a67ae41a53dcd04800c5bbd46cc082cd94de9b4393b4,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
LMT,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/LMT.daily.csv.gz,0e4ff7fe2e884e3eaf731175d9561f4def2f647b5441e9927074d9ce3083f370,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
LNT,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/LNT.daily.csv.gz,5e869867e3dfab444cf8a15b46a638160caeacf24707bf1280a972a2e2cc11bf,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
LOW,research_data/m77_19_7_2/symbol_specific_polygon_replay_materialization/daily_bars/LOW.daily.csv.gz,0c88a7dbd68932c03eb686ef49c1cc08555dbc2583560a688936c3eb0246abc9,session_date|open|high|low|close|volume|vwap|transactions,session_date,close
