component_path,state,horizon_sessions,count,accuracy,accuracy_risk_difference_vs_all_bearish,mean_directional_return,mean_return_difference_vs_all_bearish,odds_ratio_correct_vs_all_other_bearish
timeframe_states.1mo.direction,WEAK_BULLISH,20,4187,0.41676618103654167,-0.010397967244186679,-0.015133735213406028,0.032522013796265556,0.9571325886934543
timeframe_states.1mo.confidence,60-80,5,142731,0.46080388983472403,-0.0005327404283435033,-0.02490437011350123,-0.0003289131398402159,0.8968698016483773
timeframe_states.1mo.confidence,MISSING,5,2859,0.4879328436516264,0.026596213388558887,-0.008154994797189476,0.01642046217647154,1.114989040953411
timeframe_states.1mo.confidence,60-80,10,142633,0.44063435530347117,-0.0007369915747076905,-0.028160301138094698,-0.0002902767168828438,0.8597462774581204
timeframe_states.1mo.confidence,MISSING,10,2859,0.478139209513816,0.03676786263563714,-0.013388373858373218,0.014481650562838635,1.1631338526484187
timeframe_states.1mo.confidence,60-80,20,142409,0.42599133481732193,-0.0011728134634064191,-0.0482005253518936,-0.0005447763422220184,0.7859950993203995
timeframe_states.1mo.confidence,MISSING,20,2856,0.48564425770308123,0.05848010942235288,-0.02049151437398632,0.02716423463568526,1.2722725636134846
decision_intelligence.decision,BLOCK,5,95,0.4631578947368421,0.0018212644737745642,-0.004705540775384323,0.01986991619827669,1.0089134233995445
decision_intelligence.decision,ELIGIBLE,5,2639,0.4683592269799166,0.007022596716849072,-0.6556998626247481,-0.6311244056510871,1.0292178428749772
decision_intelligence.decision,PRIORITIZE,5,1,0.0,-0.46133663026306754,-0.030786621450894502,-0.006211164477233487,0.3891994769217789
decision_intelligence.decision,WATCH,5,142855,0.461208918133772,-0.00012771212929552078,-0.012929691157702105,0.01164576581595891,0.9729945313028967
decision_intelligence.decision,BLOCK,10,95,0.5157894736842106,0.07441812680603171,0.004201548243031697,0.03207157266424355,1.3475852638696355
decision_intelligence.decision,ELIGIBLE,10,2639,0.4482758620689655,0.006904515190786664,-0.6350963153334834,-0.6072262909122715,1.0289654553019667
decision_intelligence.decision,PRIORITIZE,10,1,0.0,-0.44137134687817886,-0.060708823724981986,-0.032838799303770136,0.4218827456079564
decision_intelligence.decision,WATCH,10,142757,0.44119727929278424,-0.00017406758539462164,-0.016665976836058402,0.011204047585153452,0.9631447102560442
decision_intelligence.decision,BLOCK,20,95,0.47368421052631576,0.04652006224558741,0.003192087531573232,0.05084783654124481,1.208393986195378
decision_intelligence.decision,ELIGIBLE,20,2631,0.3990877993158495,-0.028076348964878872,-0.6576961849706537,-0.6100404359609821,0.8888783407250883
decision_intelligence.decision,PRIORITIZE,20,1,0.0,-0.42716414828072835,-0.011170955515659386,0.036484793494012194,0.44700052375005034
decision_intelligence.decision,WATCH,20,142538,0.4276543798846623,0.000490231603933966,-0.0364296243429267,0.011226124666744879,1.1134642281161926
decision_intelligence.state,MISSING,5,145590,0.46133663026306754,0.0,-0.024575456973661015,0.0,
decision_intelligence.state,MISSING,10,145492,0.44137134687817886,0.0,-0.027870024421211854,0.0,
decision_intelligence.state,MISSING,20,145265,0.42716414828072835,0.0,-0.04765574900967158,0.0,
trade_plan.certification.status,FAIL,5,95,0.4631578947368421,0.0018212644737745642,-0.004705540775384323,0.01986991619827669,1.0089134233995445
trade_plan.certification.status,PASS,5,145495,0.4613354410804495,-1.1891826180443488e-06,-0.024588430904303564,-1.2973930642548592e-05,0.9911653238099355
trade_plan.certification.status,FAIL,10,95,0.5157894736842106,0.07441812680603171,0.004201548243031697,0.03207157266424355,1.3475852638696355
trade_plan.certification.status,PASS,10,145397,0.4413227233024065,-4.862357577234411e-05,-0.027890979457444395,-2.0955036232540858e-05,0.7420680730275033
trade_plan.certification.status,FAIL,20,95,0.47368421052631576,0.04652006224558741,0.003192087531573232,0.05084783654124481,1.208393986195378
trade_plan.certification.status,PASS,20,145170,0.4271337053110147,-3.0442969713662116e-05,-0.047689024097302773,-3.3275087631193245e-05,0.8275446679013148
