symbol,row_count,development_row_count,validation_row_count,final_holdout_row_count,nearest_destination_available_count,atr_available_count,materialization_file,materialization_sha256
GEN,40,0,0,40,40,40,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GEN.jsonl.gz,7888e323f065d4969555798db0431aca8291f10bb3ca9c8640365ef5b24c53c0
GEV,2,0,0,2,2,2,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GEV.jsonl.gz,74a055b8b110f6ae46c7c016781d82e639ac2e43dea26be2e1efdb2854c4d4d8
GILD,339,184,106,49,339,339,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GILD.jsonl.gz,fe06818f3fa8a7515b46eb9bf9a35347de38761cd77dfd6e91709af9f8788f7d
GIS,349,150,70,129,348,349,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GIS.jsonl.gz,3020227536c50bf8baadec74147b39c5e179c8969c4d938599335bed03690118
GL,50,0,23,27,50,50,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GL.jsonl.gz,ea1b1b409462257753c7bb39aaec6a3fbbf55d1ac11c24ebc447970278d78d53
GLD,256,172,70,14,256,256,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GLD.jsonl.gz,6c1c9ad1dd1e6495b8a03a899e2b68b1169f933e0cbb1780137f510835529ee6
GLW,333,193,105,35,333,333,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GLW.jsonl.gz,88fca994eeb318650adb30a27adf5974546198f87eff8dad4a2f811d850c1ad7
GM,230,86,101,43,230,230,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GM.jsonl.gz,af0c5eae35fe2018c92544618387285d616ce9f573dad27022964447eb23f998
GNRC,241,117,64,60,241,241,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GNRC.jsonl.gz,0c138855b96d09308c017e7f348bd2a7036f61da3d6d3762b5e420184430ebcc
GOOG,225,143,61,21,225,225,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GOOG.jsonl.gz,9445cd2f974516825b228cf705aac74773af3b9e14b262ded2b7ab22d2861203
GOOGL,91,8,62,21,91,91,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GOOGL.jsonl.gz,ff63b2285f5efde6757e1c4fae650c28246c7c21b8682666b10e911ad4f40f2f
GPC,322,179,45,98,321,322,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GPC.jsonl.gz,59f668f31f049b60b4361fb335cdaf4b7d82c3ab51f66ae383e7993bd7a24f12
GPN,323,152,78,93,323,323,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GPN.jsonl.gz,b1c6b71d698433f75bf4eb89258b0066d5842ea0c5d9ab4db5658344eb662745
GRMN,286,203,65,18,286,286,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GRMN.jsonl.gz,ceae7855a6b7bd0bf6a15a59e9d5bf2098230cae5e5e4ef311674921a3d3f108
GS,301,184,89,28,301,301,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GS.jsonl.gz,1a053f0501e146909517a2b912abe9c1205d325ac930f5848f5161cbcb802326
GWW,243,166,47,30,243,243,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/GWW.jsonl.gz,5a6d0c5c0c4a8be9f16d2667d7472406b799e233d839fba848404273795ba9b0
HACK,102,12,62,28,102,102,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HACK.jsonl.gz,c5f2deaf23159758a58efd1c4e699424ab4942570859a27311bdd1c58e85c7c7
HAL,374,193,100,81,374,374,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HAL.jsonl.gz,d87ff43c59fa1fbd55de7e9e42267772744eced12f4865e8f187fa7a23ccf835
HAS,302,156,97,49,302,302,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HAS.jsonl.gz,6347c570468b72ef0857ea4aae3d9f00e5498c07a22dbd6b0abb5f086a01c1a7
HBAN,329,204,81,44,329,329,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HBAN.jsonl.gz,fe1c47048c2cc49001a514ed120046061ef8fe37d48a879c748339398e5c83b8
HCA,134,48,51,35,134,134,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HCA.jsonl.gz,b3ea853b9ae2358055959c219570ea323d6f27c240594a20d585fb119200d9d1
HD,272,153,55,64,272,272,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HD.jsonl.gz,aac7969dc53deb0e98e6d61c4e6843ece20283a892f2c89fb4859d602df9c4cd
HIG,262,165,76,21,262,262,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HIG.jsonl.gz,1cab38bff0b0f6362c7934da6730a4fd25781ab8de637299cd2db09fcaaf4829
HII,182,32,88,62,182,182,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HII.jsonl.gz,6843d67eae0064216d94202c7de2f1b76c0f0f6aed65329f22f78c286fdb85c6
HLT,120,64,49,7,120,120,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HLT.jsonl.gz,0bc2fe7e452fecd6ab7b91fd059b323097e73b3d1e3751f481769e21f2397cbf
HOOD,55,0,9,46,55,55,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HOOD.jsonl.gz,3c80777efbf206172362496c70d63cd89482e17cd468d6690f97bd659787a17a
HPE,174,32,103,39,174,174,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HPE.jsonl.gz,30e94f9653fc5008bb81feb2ca79fd7f80f59eecd20721a495e8289548accda2
HPQ,353,201,78,74,353,353,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HPQ.jsonl.gz,0220564182b50180e0096b8adcd00bec66d3090922a9043d52011541cf8ed587
HRL,296,108,65,123,296,296,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HRL.jsonl.gz,212d103b7c4b4389c11a7024360d77bf030e46bf5e3dabf17659100423ce3b5d
HSIC,261,110,78,73,261,261,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HSIC.jsonl.gz,d40f519f7d5b385a038ec124ba92e8735d0d2376821170265e3986091523a9bc
HST,336,179,91,66,336,336,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HST.jsonl.gz,e3c5832253680963317a4c9e54fe332f92fb8f174182204871eed807aac153a6
HSY,321,199,35,87,320,321,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HSY.jsonl.gz,ab201d1b28dbe70efba24e66f52cd715baf988259712af03ce305fdae9bef659
HUBB,83,11,50,22,83,83,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HUBB.jsonl.gz,900def562ccd4f269c59b9578215f5a397d1e23c7342c5c64f5a54430e3554a4
HUM,261,118,47,96,261,261,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HUM.jsonl.gz,45e05532459ef7f1a965538d0f475591ce032ab5dfdac9153dd80aa149d8f814
HWM,26,0,23,3,26,26,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HWM.jsonl.gz,ddc25ac9ae8ec36c8398ca293c7057ccbe89992a5f16ebf014793d060a6bfb2c
HYG,292,145,100,47,291,292,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/HYG.jsonl.gz,0fbcf616fb2301861e0e553b3885ec244d590eb9ecb91f9a5f1e2c875a5db97b
IAU,262,179,69,14,262,262,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IAU.jsonl.gz,03b79637c143a67c71d93a81e1b2559ae7e24de2af24e037284b4d69388ca2d9
IBB,276,141,82,53,276,276,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IBB.jsonl.gz,718a42550b0ffa060d7d64b59f01ee17e4fcb89d52181c14d3037a519ec55c35
IBIT,37,0,0,37,37,37,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IBIT.jsonl.gz,8871383fe5964fc91f3531f7186183d790cadc156861350de6c5c7ab377f197d
IBKR,299,174,107,18,299,299,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IBKR.jsonl.gz,e9d175ee925d2cfbe41be48186bb287bbe704185a6e8cd303af3043f5f7aca18
IBM,355,209,104,42,355,355,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IBM.jsonl.gz,819fb61e5689461b3a91d47e59206238cf822f2cbeeb661b12ae0fde82c8e43a
ICE,208,129,37,42,208,208,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ICE.jsonl.gz,ecc31bc2fb4c8ddc894f9fd1a4ffaa8e1c5b07824e67710cb151fcdc7689b10b
ICLN,348,182,74,92,347,348,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ICLN.jsonl.gz,f4e722d9222142ae7f61370d258f92284ae83244cb9bdfb6da1eccf270601a71
IDXX,242,114,57,71,242,242,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IDXX.jsonl.gz,7110e3ed8e5ea3a2b67af9026a3aaeb59d4c1b811947ed2bb23924cd5935bdc0
IEF,404,201,115,88,404,404,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IEF.jsonl.gz,abf504fc188e88bb85c135f83a14ba78e856cc7e5eaf2f66992d19f21f2d1da7
IEX,242,121,43,78,242,242,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IEX.jsonl.gz,f9563f77aeb570247303f6e64fe67b6139de74d3a755cf4f0afedc20b22c4fb9
IFF,361,160,111,90,361,361,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IFF.jsonl.gz,90d579af9b44bfc9f32de6a035651ff984a405012aee3922e3f2e3b2a361e067
IGV,199,110,57,32,199,199,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IGV.jsonl.gz,8c4504bde61459737dc73e13739ccd2fc16ffea9eb2c650bb78e6d2aff60e4bf
IHI,177,84,43,50,177,177,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IHI.jsonl.gz,e967e14e08ebe9df2545861c2b25434aed743dea32a2041efdfadf0cb0fb952e
INCY,398,199,137,62,398,398,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/INCY.jsonl.gz,5e54d46a8a62188d6be7e6514c5cc44ca7093da03f65d57978bfe62ffa9b36eb
INDA,176,56,66,54,176,176,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/INDA.jsonl.gz,7648e3d355e385f3eb8eb582358bd6068755950b7552434274bf1f80f10c043f
INTC,379,206,116,57,379,379,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/INTC.jsonl.gz,f104345055e890949199412c71aff6b50c278b709c2b13e3395a9d3612b045b1
INTU,220,106,51,63,220,220,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/INTU.jsonl.gz,3cd7678c9a353cdf639384192a9a664d161b1dc5e35bc4c231374ceeb15cc3ba
INVH,138,0,52,86,138,138,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/INVH.jsonl.gz,4022f1fd05c625ac14565cc628150147d06be96911b9473256e058b6910faa77
IP,417,211,127,79,417,417,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IP.jsonl.gz,6e63d22be8fa4b7bddebbd823d2648f9ebc591d34482ca446c63fc6843c044e0
IQV,112,0,42,70,112,112,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IQV.jsonl.gz,b0fcf3996e39a984b3161188dfed0837bf49da8f2c0dc5cbc4cf541d93754825
IR,101,0,56,45,101,101,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IR.jsonl.gz,4ebeefe742fcae03d8a2a371fa9f71bb816c8151b62380010b1e38bf4eca4ef8
IRM,377,254,94,29,377,377,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IRM.jsonl.gz,b622d8f94c1bfc0b1749e72d76256377d8998ca6e5ff2600692ad5488ea226ac
ISRG,268,147,57,64,268,268,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ISRG.jsonl.gz,7b4fdadf0acc70822e6fd16fcab6918ad07aaabfc9f288f1e888f4d07e783d50
IT,233,103,56,74,233,233,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IT.jsonl.gz,7944bdf8d115130570a9ce9e63aa9814da924105febfcd9d23e4920d58eb639d
ITB,275,150,76,49,275,275,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ITB.jsonl.gz,e1e70822530288039354aad862a67c00a555982958c5e2d283b44d5d68160b23
ITOT,82,15,50,17,82,82,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ITOT.jsonl.gz,24862d351c6ad158f4ce0e11515457ee9dc1c80f7cae1314b303f66231fc1f38
ITW,246,138,68,40,246,246,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/ITW.jsonl.gz,031f0cb277bf63f20d02d664ba1327b3fe09988d988f4a6bda0bf870b9fcf8e5
IVV,179,113,50,16,179,179,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IVV.jsonl.gz,9f4cc8eea5445bf8296d5addfdaeda2723e3e0931c2b8666689724d7439c17d2
IVZ,328,134,127,67,328,328,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IVZ.jsonl.gz,be0d3b853fd2938943e5dfb65e2cf1e431591bd730702e12c7cfca4f99eb5b65
IWD,202,130,51,21,202,202,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IWD.jsonl.gz,7cc5a72b454902f162587a55af116c31d54308fd62dc86549841a0b865ee2e15
IWF,173,104,51,18,173,173,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IWF.jsonl.gz,e4829d45e1e450473588229490b47dab791db608e3eabdf7d715f92bd897ada2
IWM,223,122,71,30,223,223,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IWM.jsonl.gz,c198e7d700471f0a2e5dcee6adce9e6fdc08ab2c0c78a146566807ea16322c11
IYR,302,181,68,53,301,302,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/IYR.jsonl.gz,b4d07ae74a506b657fe55a0ca8fc025ea3ed12c12395a59d7b48b99db9578347
J,99,0,26,73,99,99,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/J.jsonl.gz,451d70fb7f3c50ea45dd0ad98d37a5e8ed3760e9b8e792e862fe52bc6be04fe0
JBHT,261,134,63,64,261,261,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/JBHT.jsonl.gz,36615f5eb395a7b905904d3fe3c777eacd4d24abea455a9109b4efd4feedaaba
JBL,291,218,49,24,291,291,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/JBL.jsonl.gz,1a7cf3e934c67835cc899808f741dc756e319edd6d513eb17f20457e3376405d
JCI,316,211,79,26,316,316,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/JCI.jsonl.gz,e02ed17bcbce351a6b8ecc9d466ef0014a9aac043573f8dc229c30c9296d9558
JEPI,78,0,29,49,78,78,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/JEPI.jsonl.gz,d3c8d53ea60f0305ea30bc093ad9afc5c1d381db50f5c1443ff71e43d2d599ed
JEPQ,17,0,0,17,17,17,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/JEPQ.jsonl.gz,1831ed94d4ab8a314b23a8202bf721ac7e099d2deb5d91f90fd4b15af35a5b6a
JETS,162,12,109,41,162,162,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/JETS.jsonl.gz,c36a73510db5b90d75cf840c53d24ad6d958fed15ba3117df1eff3007941ae58
JKHY,237,106,54,77,237,237,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/JKHY.jsonl.gz,97fd57f3e6858d01102ef00bfbde31db15160b324b06ada830b62cf7d4bd9219
JNJ,300,170,63,67,300,300,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/JNJ.jsonl.gz,6a7882f73ce5bbb8c56bb1427438fde31c848ea052e3857ba2f45ec04bd99450
JPM,275,186,75,14,275,275,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/JPM.jsonl.gz,744c9c7e5641718e07f8a9c1c0406ab01a105a0416769f750262fe2c1508f046
KBE,311,188,87,36,311,311,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KBE.jsonl.gz,a2d7f3ca5da232da80beb2874b26f4bb38d1790ac3983503b1ec76084b97b1bc
KDP,108,0,24,84,108,108,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KDP.jsonl.gz,b120ee1f57cf4fe20cfec485b5b8d72a7f5bb53510501ceb8cec57e52429ffcf
KEY,331,205,85,41,331,331,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KEY.jsonl.gz,df8e6ede6c88d524ebb3a7bfb1359a5d8bd35abdd2454ba26d78bd17550c7680
KEYS,98,10,38,50,98,98,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KEYS.jsonl.gz,76b58f55033914a06b6632c8ca91ecb5ebb89d218ee0aeefe3e9c7ac17e25a3d
KHC,256,26,125,105,256,256,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KHC.jsonl.gz,d006920f86a4a9f4032b8da43ea61c940014783b2432b80c28ad44af1fc75e98
KIM,371,222,74,75,371,371,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KIM.jsonl.gz,798a5e72400fcae9b1bd752bca390993ab33e965c76ae2ad22a0d73708fbd448
KKR,183,79,55,49,183,183,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KKR.jsonl.gz,7f1fd3cbd5261650368f5701f4d76641ae3b73d8c56b9cb8a51f67fbfdecee85
KLAC,263,194,49,20,263,263,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KLAC.jsonl.gz,5568797c3c09fa883e047d042f767a0f73ed18ce14e85e1f9768a4a103197bc9
KMB,367,182,92,93,367,367,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KMB.jsonl.gz,513bdcca06a143e205db375fa6734cf2eb1ee49f356ea8d47fe2b823ebb1c650
KMI,241,124,84,33,241,241,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KMI.jsonl.gz,3de0c7f52e77d7d17ef4ec727fd347e6d4f89bf32abec22d4a0823101d639cb8
KO,249,162,47,40,249,249,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KO.jsonl.gz,50161c4e952f27682949a4f7fedc94454b5c1222b1852cb399b8413d42b956d0
KR,332,203,73,56,332,332,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KR.jsonl.gz,b52b3adff919f3d17fc4a9c600a91a74214671278e1b8bb539ccecb32a6cb08a
KRE,299,164,84,51,299,299,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KRE.jsonl.gz,e439d5719e93843e0cc6a1155d48658e142920d8166b6e059d85a1f8b4f990d9
KVUE,44,0,0,44,44,44,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KVUE.jsonl.gz,95da7213056d2eb467dc1d1a5d91df9e485079e01182bc7338f6b63ee9602e5c
KWEB,258,48,121,89,258,258,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/KWEB.jsonl.gz,27403136e813cbf03bec1ea980ee3fe299f4a362731915ac9f723b764004d180
L,163,96,61,6,163,163,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/L.jsonl.gz,d52f5024b531ac7cc65987e0859a6aeb736474986cb8aedc9e29c723a522232a
LDOS,158,26,73,59,158,158,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LDOS.jsonl.gz,c127ff84877a07a4e422e30fc2bf79a19a7c38d8b54d39c8649ca0e5bb3efb32
LEN,361,208,82,71,361,361,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LEN.jsonl.gz,790e6d1bc99e7f84aade82cd91e21371400b9dce4181f87edf193c98969c423d
LH,223,119,55,49,223,223,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LH.jsonl.gz,6970d4f1c8bad33193af393a7762545beff6b06105cb9bf843a807759ec88e0c
LHX,96,0,35,61,96,96,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LHX.jsonl.gz,514290dd72dc44b721cd63cdd0e3649ebb71ed44c3b47ea01b3dcee76e2cba85
LII,226,110,69,47,226,226,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LII.jsonl.gz,6cff0247d847aec418db5d464e646610013b9f0f17ec2ba5260e67066306a991
LIN,72,29,26,17,72,72,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LIN.jsonl.gz,1925a3376032f002e318fdb11c6b95d782e740a306e9649ef95f8524618d3fec
LITE,151,12,80,59,151,151,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LITE.jsonl.gz,f47a4e99dc522d169e5cb8cb96f6cb9603f6b60cd02d6cf7a221181c79b4a8f5
LLY,287,216,34,37,287,287,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LLY.jsonl.gz,b4b46134660e828607bd091aabd72b77e8360d9821bf316b97fa8728ae83bcaf
LMT,267,130,74,63,267,267,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LMT.jsonl.gz,e840246e42c46be149c2886a259abfce0b48c175008fed0e345cd62dde83f3dd
LNT,235,127,57,51,235,235,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LNT.jsonl.gz,b5e1a09e02c7bfdc3fdff010d78686ff30beaec9e5b3a1d2fa74a313615d1e72
LOW,304,187,55,62,304,304,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LOW.jsonl.gz,210f7eb110e713b456626b653d702d5ca078cdf21aacd64fe2a8ba36ae2de810
LQD,384,209,103,72,384,384,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LQD.jsonl.gz,9c46a73ae76a902b87e647744d53e9647a8dc4cace25fbf27b83b5b8d1d3b430
LRCX,259,163,71,25,259,259,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LRCX.jsonl.gz,0c1a29c9da5b484bea55e0c8e1220280d42a330c74e9737226d96b9af4f77026
LULU,288,137,52,99,288,288,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LULU.jsonl.gz,995703d8479008dec90b5ceb659f74d5dfbadb12b7c2dfaf8cb23b3de3d70be4
LUV,416,224,116,76,416,416,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LUV.jsonl.gz,a20f3bb6cc3f86046d4b912587e90a50590b2c411d45e04ee381015166e6d22b
LVS,378,189,111,78,378,378,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LVS.jsonl.gz,072189c05eb90fcc637c941c54d5f4e6dde0b016dd749bc1439db32b1f44b224
LYB,257,69,101,87,257,257,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LYB.jsonl.gz,b3b57b2bdbfac3215411910b5ce193c9b8a152d6ba01141e6d1b1b9c5ee7dd43
LYV,266,176,59,31,266,266,/Users/vinay.hatti/TradingPlatform/research_data/m77_19_7_4_10/h4_point_in_time_structural_downside_room/LYV.jsonl.gz,39a9b9c6a16db325f0b5af9e459b1a3614d8143948c8f9214a34598aef9198b4
