symbol,asset_type,cadence,status,replay_start,replay_end,observation_count,replayed_profile_count,native_not_eligible_count,source_data_sha256,result_sha256,resumed,blockers
STLD,,WEEKLY,REPLAY_FAILED,,,,,,,,False,STLD 2004-11-19: native profile missing direction/score/confidence
STT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,STT 2004-11-19: native profile missing direction/score/confidence
STX,,WEEKLY,REPLAY_FAILED,,,,,,,,False,STX 2004-11-19: native profile missing direction/score/confidence
STZ,,WEEKLY,REPLAY_FAILED,,,,,,,,False,STZ 2004-11-19: native profile missing direction/score/confidence
SW,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SW 2025-09-19: native profile missing direction/score/confidence
SWK,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SWK 2004-11-19: native profile missing direction/score/confidence
SWKS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SWKS 2004-11-19: native profile missing direction/score/confidence
SYF,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SYF 2015-10-09: native profile missing direction/score/confidence
SYK,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SYK 2004-11-19: native profile missing direction/score/confidence
SYY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,SYY 2004-11-19: native profile missing direction/score/confidence
T,,WEEKLY,REPLAY_FAILED,,,,,,,,False,T 2007-02-16: native profile missing direction/score/confidence
TAN,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TAN 2009-06-26: native profile missing direction/score/confidence
TAP,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TAP 2006-04-21: native profile missing direction/score/confidence
TDG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TDG 2007-05-25: native profile missing direction/score/confidence
TDY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TDY 2004-11-19: native profile missing direction/score/confidence
TECH,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TECH 2004-11-19: native profile missing direction/score/confidence
TEL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TEL 2008-09-12: native profile missing direction/score/confidence
TER,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TER 2004-11-19: native profile missing direction/score/confidence
TFC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TFC 2005-03-11: native profile missing direction/score/confidence
TGT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TGT 2004-11-19: native profile missing direction/score/confidence
TIP,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TIP 2005-02-18: native profile missing direction/score/confidence
TJX,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TJX 2004-11-19: native profile missing direction/score/confidence
TKO,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TKO 2024-11-22: native profile missing direction/score/confidence
TLT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TLT 2004-11-19: native profile missing direction/score/confidence
TMO,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TMO 2004-11-19: native profile missing direction/score/confidence
TMUS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TMUS 2014-07-11: native profile missing direction/score/confidence
TPL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TPL 2004-11-19: native profile missing direction/score/confidence
TPR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TPR 2004-12-10: native profile missing direction/score/confidence
TQQQ,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TQQQ 2011-04-21: native profile missing direction/score/confidence
TRGP,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TRGP 2012-02-17: native profile missing direction/score/confidence
TRI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TRI 2004-11-19: native profile missing direction/score/confidence
TRMB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TRMB 2004-11-19: native profile missing direction/score/confidence
TROW,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TROW 2004-11-19: native profile missing direction/score/confidence
TRV,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TRV 2008-05-09: native profile missing direction/score/confidence
TSCO,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TSCO 2004-11-19: native profile missing direction/score/confidence
TSLA,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TSLA 2011-09-02: native profile missing direction/score/confidence
TSN,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TSN 2004-11-19: native profile missing direction/score/confidence
TT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TT 2004-11-19: native profile missing direction/score/confidence
TTD,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TTD 2017-12-01: native profile missing direction/score/confidence
TTWO,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TTWO 2004-11-19: native profile missing direction/score/confidence
TXN,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TXN 2004-11-19: native profile missing direction/score/confidence
TXT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TXT 2004-11-19: native profile missing direction/score/confidence
TYL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,TYL 2004-11-19: native profile missing direction/score/confidence
UAL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,UAL 2011-12-09: native profile missing direction/score/confidence
UBER,,WEEKLY,REPLAY_FAILED,,,,,,,,False,UBER 2020-07-17: native profile missing direction/score/confidence
UDR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,UDR 2004-11-19: native profile missing direction/score/confidence
UHS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,UHS 2004-11-19: native profile missing direction/score/confidence
ULTA,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ULTA 2009-01-02: native profile missing direction/score/confidence
UNG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,UNG 2008-06-27: native profile missing direction/score/confidence
UNH,,WEEKLY,REPLAY_FAILED,,,,,,,,False,UNH 2004-11-19: native profile missing direction/score/confidence
UNP,,WEEKLY,REPLAY_FAILED,,,,,,,,False,UNP 2004-11-19: native profile missing direction/score/confidence
UPRO,,WEEKLY,REPLAY_FAILED,,,,,,,,False,UPRO 2010-09-03: native profile missing direction/score/confidence
UPS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,UPS 2004-11-19: native profile missing direction/score/confidence
URI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,URI 2004-11-19: native profile missing direction/score/confidence
USB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,USB 2004-11-19: native profile missing direction/score/confidence
USMV,,WEEKLY,REPLAY_FAILED,,,,,,,,False,USMV 2013-01-11: native profile missing direction/score/confidence
USO,,WEEKLY,REPLAY_FAILED,,,,,,,,False,USO 2007-06-22: native profile missing direction/score/confidence
UVXY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,UVXY 2012-12-14: native profile missing direction/score/confidence
V,,WEEKLY,REPLAY_FAILED,,,,,,,,False,V 2009-05-29: native profile missing direction/score/confidence
VEA,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VEA 2008-10-03: native profile missing direction/score/confidence
VEEV,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VEEV 2014-12-26: native profile missing direction/score/confidence
VICI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VICI 2019-04-12: native profile missing direction/score/confidence
VIG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VIG 2007-07-06: native profile missing direction/score/confidence
VIXY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VIXY 2012-03-16: native profile missing direction/score/confidence
VLO,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VLO 2004-11-19: native profile missing direction/score/confidence
VLTO,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VLTO 2024-12-13: native profile missing direction/score/confidence
VLUE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VLUE 2014-10-17: native profile missing direction/score/confidence
VMC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VMC 2004-11-19: native profile missing direction/score/confidence
VNQ,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VNQ 2005-12-09: native profile missing direction/score/confidence
VOO,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VOO 2011-11-18: native profile missing direction/score/confidence
VRSK,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VRSK 2010-12-17: native profile missing direction/score/confidence
VRSN,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VRSN 2004-11-19: native profile missing direction/score/confidence
VRT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VRT 2021-04-23: native profile missing direction/score/confidence
VRTX,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VRTX 2004-11-19: native profile missing direction/score/confidence
VST,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VST 2018-07-20: native profile missing direction/score/confidence
VTI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VTI 2004-11-19: native profile missing direction/score/confidence
VTR,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VTR 2004-11-19: native profile missing direction/score/confidence
VTRS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VTRS 2022-01-28: native profile missing direction/score/confidence
VTV,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VTV 2005-04-08: native profile missing direction/score/confidence
VUG,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VUG 2005-04-15: native profile missing direction/score/confidence
VWO,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VWO 2006-05-19: native profile missing direction/score/confidence
VYM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VYM 2008-02-01: native profile missing direction/score/confidence
VZ,,WEEKLY,REPLAY_FAILED,,,,,,,,False,VZ 2004-11-19: native profile missing direction/score/confidence
WAB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WAB 2004-11-19: native profile missing direction/score/confidence
WAT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WAT 2004-11-19: native profile missing direction/score/confidence
WBD,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WBD 2023-06-23: native profile missing direction/score/confidence
WDAY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WDAY 2013-12-27: native profile missing direction/score/confidence
WDC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WDC 2004-11-19: native profile missing direction/score/confidence
WEC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WEC 2004-11-19: native profile missing direction/score/confidence
WELL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WELL 2019-05-10: native profile missing direction/score/confidence
WFC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WFC 2004-11-19: native profile missing direction/score/confidence
WM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WM 2010-10-15: native profile missing direction/score/confidence
WMB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WMB 2004-11-19: native profile missing direction/score/confidence
WMT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WMT 2004-11-19: native profile missing direction/score/confidence
WRB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WRB 2009-06-26: native profile missing direction/score/confidence
WSM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WSM 2004-11-19: native profile missing direction/score/confidence
WST,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WST 2004-11-19: native profile missing direction/score/confidence
WTW,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WTW 2023-03-24: native profile missing direction/score/confidence
WY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WY 2004-11-19: native profile missing direction/score/confidence
WYNN,,WEEKLY,REPLAY_FAILED,,,,,,,,False,WYNN 2004-11-19: native profile missing direction/score/confidence
XBI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XBI 2007-04-20: native profile missing direction/score/confidence
XEL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XEL 2004-11-19: native profile missing direction/score/confidence
XHB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XHB 2007-04-20: native profile missing direction/score/confidence
XLB,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XLB 2004-11-19: native profile missing direction/score/confidence
XLC,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XLC 2019-08-30: native profile missing direction/score/confidence
XLE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XLE 2004-11-19: native profile missing direction/score/confidence
XLF,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XLF 2004-11-19: native profile missing direction/score/confidence
XLI,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XLI 2004-11-19: native profile missing direction/score/confidence
XLK,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XLK 2004-11-19: native profile missing direction/score/confidence
XLP,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XLP 2004-11-19: native profile missing direction/score/confidence
XLRE,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XLRE 2016-12-23: native profile missing direction/score/confidence
XLU,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XLU 2004-11-19: native profile missing direction/score/confidence
XLV,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XLV 2004-11-19: native profile missing direction/score/confidence
XLY,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XLY 2004-11-19: native profile missing direction/score/confidence
XOM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XOM 2004-11-19: native profile missing direction/score/confidence
XOP,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XOP 2007-08-31: native profile missing direction/score/confidence
XPH,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XPH 2007-09-28: native profile missing direction/score/confidence
XRT,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XRT 2007-09-07: native profile missing direction/score/confidence
XYL,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XYL 2013-01-11: native profile missing direction/score/confidence
XYZ,,WEEKLY,REPLAY_FAILED,,,,,,,,False,XYZ 2026-04-02: native profile missing direction/score/confidence
YUM,,WEEKLY,REPLAY_FAILED,,,,,,,,False,YUM 2004-11-19: native profile missing direction/score/confidence
ZBH,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ZBH 2016-09-09: native profile missing direction/score/confidence
ZBRA,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ZBRA 2004-11-19: native profile missing direction/score/confidence
ZTS,,WEEKLY,REPLAY_FAILED,,,,,,,,False,ZTS 2014-04-11: native profile missing direction/score/confidence
