symbol,sector,signal,strategy,ai_score,base_ai_score,dealer_score_adjustment,dealer_context_status,dealer_snapshot_date,institutional_positioning_score,positioning_label,gamma_regime,gamma_flip,primary_call_wall,primary_put_wall,range_probability,breakout_probability,market_structure_confidence,technical_score,greeks_score,regime_score,volatility_score,risk_score,ranking_reason,adjusted_score,final_score,portfolio_penalty,portfolio_notes,score,call_score,put_score,market_regime,close,strike,expiry,spread_pct,option_volume,open_interest,quote_timestamp,option_data_source,price_source,last_price,ask,bid,contract_ticker,option_price,delta,gamma,theta,vega,rho,volatility,dte
STT,Unknown,CALL,LONG_CALL,88.05135116041853,83.7902018424094,4.26114931800913,FRESH,2026-07-24,41.475113804440085,NEUTRAL,NEGATIVE_GAMMA,,175.0,180.0,35.0,75.0,90.0,80.0,67.16080736963762,100.0,100.0,100.0,"Technical=80.0 | Greeks=67.2 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=190.00; spot=184.21; target |delta|=0.45; estimated delta=0.3811; moneyness=1.79%. | expiration_mode=automatic; selected_dte=119. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.26, confidence=90.00.",75.57713424538123,75.57713424538123,0.0,,80.0,80.0,0.0,BULL_TREND,184.2100067138672,190.0,2026-11-20,0.10970464135021103,81,108,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,11.86,12.5,11.2,O:STT261120C00190000,11.85,0.48926582640074556,0.011786171594259291,-0.059085957047009266,0.4194967701982555,0.0,0.32026169967489826,119
RF,Unknown,CALL,LONG_CALL,88.01203644571788,83.0877090375185,4.924327408199394,FRESH,2026-07-24,41.6263736206699,NEUTRAL,NEGATIVE_GAMMA,,32.0,25.0,35.0,75.0,90.0,70.0,80.350836150074,100.0,100.0,100.0,"Technical=70.0 | Greeks=80.4 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Greeks are in preferred range. | Target-delta strike=31.00; spot=30.66; target |delta|=0.45; estimated delta=0.5690; moneyness=1.11%. | expiration_mode=automatic; selected_dte=119. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.92, confidence=90.00.",75.74676244561002,75.74676244561002,0.0,,70.0,70.0,0.0,BULL_TREND,30.65999984741211,31.0,2026-11-20,0.15789473684210517,60,223,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,1.54,2.05,1.75,O:RF261120C00031000,1.9,0.51239245002075,0.08005885612921329,-0.008160976431584853,0.06890540293128314,0.0,0.2882580329736412,119
AMGN,Unknown,CALL,LONG_CALL,87.91100320205989,82.68885378188635,5.22214942017354,FRESH,2026-07-24,41.997520201146074,NEUTRAL,NEGATIVE_GAMMA,,440.0,330.0,35.0,75.0,90.0,80.0,62.7554151275454,100.0,100.0,100.0,"Technical=80.0 | Greeks=62.8 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=375.00; spot=371.50; target |delta|=0.45; estimated delta=0.0047; moneyness=0.94%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+5.22, confidence=90.00.",74.4989936630902,74.4989936630902,0.0,,80.0,80.0,0.0,BULL_TREND,371.5,375.0,2026-07-31,0.17490494296577952,53,251,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,7.38,7.15,6.0,O:AMGN260731C00375000,6.575,0.47063447758559196,0.021677911603496924,-0.5328605239160634,0.20578715198888406,0.0,0.3576097939996395,7
WFC,Unknown,CALL,LONG_CALL,87.64737933277267,82.44048114728292,5.206898185489749,FRESH,2026-07-24,43.86083073806357,NEUTRAL,NEGATIVE_GAMMA,,90.0,80.0,35.0,75.0,90.0,70.0,77.76192458913167,100.0,100.0,100.0,"Technical=70.0 | Greeks=77.8 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=90.00; spot=86.19; target |delta|=0.45; estimated delta=0.6080; moneyness=0.94%. | expiration_mode=automatic; selected_dte=119. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+5.21, confidence=90.00.",74.94906672727728,74.94906672727728,0.0,,70.0,70.0,0.0,BULL_TREND,86.19000244140625,90.0,2026-11-20,0.04999999999999993,10,4416,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,4.0,4.1,3.9,O:WFC261120C00090000,4.0,0.43395530111735015,0.029383793180587894,-0.023592660278863902,0.1983373570156554,0.0,0.2732346700173907,119
SYY,Unknown,CALL,LONG_CALL,87.54197253994275,83.29485641290847,4.247116127034278,FRESH,2026-07-24,41.260815538774025,NEUTRAL,NEGATIVE_GAMMA,,85.0,75.0,45.0,65.0,90.0,70.0,81.17942565163386,100.0,100.0,100.0,"Technical=70.0 | Greeks=81.2 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Greeks are in preferred range. | Target-delta strike=85.00; spot=81.73; target |delta|=0.45; estimated delta=0.4342; moneyness=1.55%. | expiration_mode=automatic; selected_dte=119. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.25, confidence=90.00.",76.21607945616027,76.21607945616027,0.0,,70.0,70.0,0.0,BULL_TREND,81.7300033569336,85.0,2026-11-20,0.15789473684210517,111,249,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,3.9,4.1,3.5,O:SYY261120C00085000,3.8,0.46261372724035255,0.03455470735628192,-0.019262216829151853,0.1879250683153785,0.0,0.24254672687034207,119
USB,Unknown,CALL,LONG_CALL,87.51262970174379,86.3420244282824,1.1706052734613879,FRESH,2026-07-24,40.843800875360245,NEUTRAL,NEGATIVE_GAMMA,,65.0,55.0,35.0,75.0,90.0,80.0,77.3680977131296,100.0,100.0,100.0,"Technical=80.0 | Greeks=77.4 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=65.00; spot=63.33; target |delta|=0.45; estimated delta=0.4384; moneyness=1.06%. | expiration_mode=automatic; selected_dte=84. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+1.17, confidence=90.00.",80.15773810501331,80.15773810501331,0.0,,80.0,80.0,0.0,BULL_TREND,63.33000183105469,65.0,2026-10-16,0.07604562737642592,178,603,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,2.2,2.73,2.53,O:USB261016C00065000,2.63,0.4712075435585446,0.05198343923451338,-0.018346326244581337,0.12146896623765505,0.0,0.2504795958342024,84
SJM,Unknown,CALL,LONG_CALL,87.43696930650802,83.75144660133073,3.6855227051772887,FRESH,2026-07-24,39.093641228844916,MODERATELY_BEARISH,NEGATIVE_GAMMA,,115.0,100.0,35.0,75.0,90.0,80.0,67.00578640532292,100.0,100.0,100.0,"Technical=80.0 | Greeks=67.0 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=125.00; spot=115.71; target |delta|=0.45; estimated delta=0.3173; moneyness=1.55%. | expiration_mode=automatic; selected_dte=84. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+3.69, confidence=90.00.",76.38574537689951,76.38574537689951,0.0,,80.0,80.0,0.0,BULL_TREND,115.70999908447266,125.0,2026-10-16,0.1866666666666666,20,275,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,3.8,4.1,3.4,O:SJM261016C00125000,3.75,0.361995570251679,0.023339043509553372,-0.03565913339712729,0.19906119688483578,0.0,0.288382335595533,84
MTB,Unknown,CALL,LONG_CALL,87.4255499830022,83.23344758559014,4.192102397412059,FRESH,2026-07-24,39.94446359899813,MODERATELY_BEARISH,NEGATIVE_GAMMA,,270.0,190.0,35.0,75.0,79.749,80.0,64.93379034236055,100.0,100.0,100.0,"Technical=80.0 | Greeks=64.9 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=250.00; spot=245.97; target |delta|=0.45; estimated delta=0.2208; moneyness=1.64%. | expiration_mode=automatic; selected_dte=84. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+4.19, confidence=79.75.",74.41613181812224,74.41613181812224,0.0,,80.0,80.0,0.0,BULL_TREND,245.97000122070312,250.0,2026-10-16,0.22018348623853218,164,202,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,10.02,12.1,9.7,O:MTB261016C00250000,10.899999999999999,0.5233248651613007,0.01485895044542704,-0.06907599930154834,0.47030876193916527,0.0,0.2276598603943898,84
MET,Unknown,CALL,LONG_CALL,87.33960175991187,82.64737492535949,4.692226834552386,FRESH,2026-07-24,41.98080942161341,NEUTRAL,NEGATIVE_GAMMA,,95.0,77.5,35.0,75.0,90.0,65.0,86.58949970143796,100.0,100.0,100.0,"Technical=65.0 | Greeks=86.6 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Greeks are in preferred range. | Target-delta strike=92.50; spot=92.54; target |delta|=0.45; estimated delta=0.4130; moneyness=1.58%. | expiration_mode=automatic; selected_dte=119. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.69, confidence=90.00.",75.36995879816929,75.36995879816929,0.0,,65.0,65.0,0.0,BULL_TREND,92.54000091552734,92.5,2026-11-20,0.17142857142857132,201,201,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,7.03,7.6,6.4,O:MET261120C00092500,7.0,0.5942349873809755,0.026809633827319636,-0.023701601931076736,0.20865061621719933,0.0,0.26658188711238545,119
XLU,Unknown,CALL,LONG_CALL,86.96645583572487,82.74546678290194,4.220989052822931,FRESH,2026-07-24,38.207539198058015,MODERATELY_BEARISH,NEGATIVE_GAMMA,,45.0,30.0,35.0,75.0,90.0,80.0,62.981867131607764,100.0,100.0,100.0,"Technical=80.0 | Greeks=63.0 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=46.50; spot=46.19; target |delta|=0.45; estimated delta=0.0000; moneyness=1.75%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+4.22, confidence=90.00.",74.51457842876404,74.51457842876404,0.0,,80.0,80.0,0.0,BULL_TREND,46.189998626708984,46.5,2026-07-31,0.1250000000000001,1050,7710,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,0.33,0.34,0.3,O:XLU260731C00046500,0.32,0.4281149069356632,0.38807606238745673,-0.028759388920074503,0.02553070144483223,0.0,0.15827828034575145,7
AEP,Unknown,CALL,LONG_CALL,86.7254639417429,81.75265042601292,4.9728135157299835,FRESH,2026-07-24,41.05979013614162,NEUTRAL,NEGATIVE_GAMMA,,140.0,125.0,35.0,75.0,90.0,70.0,75.01060170405168,100.0,100.0,100.0,"Technical=70.0 | Greeks=75.0 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=140.00; spot=134.92; target |delta|=0.45; estimated delta=0.3052; moneyness=1.91%. | expiration_mode=automatic; selected_dte=119. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.97, confidence=90.00.",73.8587340413027,73.8587340413027,0.0,,70.0,70.0,0.0,BULL_TREND,134.9199981689453,140.0,2026-11-20,0.16000000000000014,11,1173,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,4.82,5.4,4.6,O:AEP261120C00140000,5.0,0.42282719452487855,0.022882676964911666,-0.028137066769357316,0.30802156875855685,0.0,0.22193176869040684,119
WRB,Unknown,CALL,LONG_CALL,86.72014465040057,82.98702613671682,3.7331185136837446,FRESH,2026-07-24,37.67640657962468,MODERATELY_BEARISH,NEGATIVE_GAMMA,,72.0,67.0,45.0,65.0,70.287,80.0,63.94810454686725,100.0,100.0,100.0,"Technical=80.0 | Greeks=63.9 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=69.50; spot=73.43; target |delta|=0.45; estimated delta=0.5479; moneyness=0.78%. | expiration_mode=automatic; selected_dte=84. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+3.73, confidence=70.29.",75.29194535802513,75.29194535802513,0.0,,80.0,80.0,0.0,BULL_TREND,73.43000030517578,69.5,2026-10-16,0.10000000000000009,59,233,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,7.7,8.4,7.6,O:WRB261016C00069500,8.0,0.7374790849651526,0.029082254273076612,-0.022469188554752564,0.11793425373688315,0.0,0.307760123486507,84
GPN,Unknown,CALL,LONG_CALL,85.3277547133826,79.8111866406393,5.516568072743301,FRESH,2026-07-24,44.31753194251329,NEUTRAL,NEGATIVE_GAMMA,,100.0,50.0,35.0,75.0,90.0,70.0,79.2447465625572,100.0,70.0,100.0,"Technical=70.0 | Greeks=79.2 | Regime=100.0 | Volatility=70.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=80.00; spot=77.86; target |delta|=0.45; estimated delta=0.3845; moneyness=1.46%. | expiration_mode=automatic; selected_dte=84. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+5.52, confidence=90.00.",74.90559752944,74.90559752944,0.0,,70.0,70.0,0.0,BULL_TREND,77.86000061035156,80.0,2026-10-16,0.05063291139240499,10,663,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,6.9,8.1,7.7,O:GPN261016C00080000,7.9,0.5800104555641331,0.022179551516773054,-0.04423533734035352,0.15098498286802264,0.0,0.45679290138566814,84
XLV,Unknown,CALL,LONG_CALL,84.89923544243725,80.22067812929492,4.678557313142315,FRESH,2026-07-24,36.22502894738275,MODERATELY_BEARISH,NEGATIVE_GAMMA,,152.0,100.0,35.0,75.0,90.0,80.0,52.88271251717967,100.0,100.0,100.0,"Technical=80.0 | Greeks=52.9 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=163.00; spot=161.44; target |delta|=0.45; estimated delta=0.0060; moneyness=0.66%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+4.68, confidence=90.00.",70.06998831480965,70.06998831480965,0.0,,80.0,80.0,0.0,BULL_TREND,161.44000244140625,163.0,2026-07-31,inf,85,2768,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,1.28,2.31,0.0,O:XLV260731C00163000,1.28,0.4469536874478116,0.11208985300814757,-0.10446301939085374,0.08972802722990617,0.0,0.15747020017692423,7
JNJ,Unknown,CALL,LONG_CALL,84.46966032840666,80.50618842029107,3.96347190811559,FRESH,2026-07-24,40.9378377485852,NEUTRAL,NEGATIVE_GAMMA,,280.0,210.0,35.0,75.0,90.0,80.0,54.024753681164256,100.0,100.0,100.0,"Technical=80.0 | Greeks=54.0 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=265.00; spot=259.27; target |delta|=0.45; estimated delta=0.0000; moneyness=2.21%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+3.96, confidence=90.00.",71.19363483300363,71.19363483300363,0.0,,80.0,80.0,0.0,BULL_TREND,259.2699890136719,265.0,2026-07-31,0.07513416815742396,2275,1589,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,2.88,2.9,2.69,O:JNJ260731C00265000,2.795,0.433253327892416,0.04502128886094931,-0.25041782714656174,0.14545005724356622,0.0,0.24040505612967425,7
JPM,Unknown,CALL,LONG_CALL,83.1148796147279,81.72945922548757,1.3854203892403185,FRESH,2026-07-24,41.417376005035344,NEUTRAL,NEGATIVE_GAMMA,,350.0,270.0,35.0,75.0,90.0,80.0,58.91783690195027,100.0,100.0,100.0,"Technical=80.0 | Greeks=58.9 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=355.00; spot=349.90; target |delta|=0.45; estimated delta=0.0000; moneyness=1.46%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+1.39, confidence=90.00.",73.09882751916325,73.09882751916325,0.0,,80.0,80.0,0.0,BULL_TREND,349.8999938964844,355.0,2026-07-31,0.0869565217391305,2710,1721,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,3.5,3.6,3.3,O:JPM260731C00355000,3.45,0.44366144832337184,0.038011766669966786,-0.301558685738923,0.1950789862076125,0.0,0.21316967574614265,7
